Lat,Long,Bouger anomaly
78.625,16.2366,-8.3
78.6417,16.2366,-4.3
78.6583,16.2366,-0.6
78.675,16.2366,2.8
78.6917,16.2366,5.4
78.7083,16.2366,7.2
78.725,16.2366,8
78.7417,16.2366,7.8
78.7583,16.2366,6.7
78.775,16.2366,5
78.7917,16.2366,2.8
78.8083,16.2366,0.2
78.825,16.2366,-2.4
78.8417,16.2366,-5.1
78.8583,16.2366,-7.7
78.875,16.2366,-10.3
78.8917,16.2366,-13
78.9083,16.2366,-15.7
78.925,16.2366,-18.6
78.9417,16.2366,-21.6
78.9583,16.2366,-24.8
78.975,16.2366,-28.1
78.9917,16.2366,-31.5
79.0083,16.2366,-35
79.025,16.2366,-38.4
79.0417,16.2366,-41.9
79.0583,16.2366,-45.2
79.075,16.2366,-48.3
79.0917,16.2366,-51
79.1083,16.2366,-53.4
79.125,16.2366,-55.2
79.1417,16.2366,-56.5
79.1583,16.2366,-57.2
79.175,16.2366,-57.3
79.1917,16.2366,-57
79.2083,16.2366,-56.4
79.225,16.2366,-55.7
79.2417,16.2366,-54.8
79.2583,16.2366,-54
79.275,16.2366,-53.2
79.2917,16.2366,-52.5
79.3083,16.2366,-51.8
79.325,16.2366,-51.2
79.3417,16.2366,-50.5
79.3583,16.2366,-49.9
79.375,16.2366,-49.2
79.3917,16.2366,-48.7
79.4083,16.2366,-48.3
79.425,16.2366,-48.3
79.4417,16.2366,-48.6
79.4583,16.2366,-49.3
79.475,16.2366,-50.2
79.4917,16.2366,-51.4
79.5083,16.2366,-52.6
79.525,16.2366,-53.6
79.5417,16.2366,-54.3
79.5583,16.2366,-54.5
79.575,16.2366,-54.1
79.5917,16.2366,-53.4
79.6083,16.2366,-52.3
79.625,16.2366,-51.1
79.6417,16.2366,-50.1
79.6583,16.2366,-49.4
79.675,16.2366,-49.2
79.6917,16.2366,-49.5
79.7083,16.2366,-50.4
79.725,16.2366,-51.6
79.7417,16.2366,-53.1
79.7583,16.2366,-54.4
79.775,16.2366,-55.6
79.7917,16.2366,-56.4
79.8083,16.2366,-56.7
79.825,16.2366,-56.7
79.8417,16.2366,-56.3
79.8583,16.2366,-55.6
79.875,16.2366,-54.7
79.8917,16.2366,-53.7
79.9083,16.2366,-52.6
79.925,16.2366,-51.2
79.9417,16.2366,-49.7
79.9583,16.2366,-48
79.975,16.2366,-46.1
79.9917,16.2366,-44
80.0083,16.2366,-41.9
78.0083,16.2206,-46
78.025,16.2206,-45.4
78.0417,16.2206,-44.8
78.0583,16.2206,-43.9
78.075,16.2206,-42.9
78.0917,16.2206,-41.7
78.1083,16.2206,-40.6
78.125,16.2206,-39.6
78.1417,16.2206,-38.9
78.1583,16.2206,-38.5
78.175,16.2206,-38.4
78.1917,16.2206,-38.6
78.2083,16.2206,-38.8
78.225,16.2206,-38.9
78.2417,16.2206,-38.7
78.2583,16.2206,-38.3
78.275,16.2206,-37.7
78.2917,16.2206,-37
78.3083,16.2206,-36.3
78.325,16.2206,-35.9
78.3417,16.2206,-35.9
78.3583,16.2206,-36.1
78.375,16.2206,-36.7
78.3917,16.2206,-37.2
78.4083,16.2206,-37.6
78.425,16.2206,-37.6
78.4417,16.2206,-36.9
78.4583,16.2206,-35.6
78.475,16.2206,-33.6
78.4917,16.2206,-31.1
78.5083,16.2206,-28.1
78.525,16.2206,-24.9
78.5417,16.2206,-21.5
78.5583,16.2206,-18.1
78.575,16.2206,-14.7
78.5917,16.2206,-11.3
78.6083,16.2206,-7.9
78.625,16.2206,-4.7
78.6417,16.2206,-1.6
78.6583,16.2206,1.2
78.675,16.2206,3.5
78.6917,16.2206,5.2
78.7083,16.2206,6.1
78.725,16.2206,6.3
78.7417,16.2206,5.6
78.7583,16.2206,4.2
78.775,16.2206,2.3
78.7917,16.2206,0
78.8083,16.2206,-2.5
78.825,16.2206,-5
78.8417,16.2206,-7.5
78.8583,16.2206,-9.9
78.875,16.2206,-12.3
78.8917,16.2206,-14.6
78.9083,16.2206,-16.9
78.925,16.2206,-19.2
78.9417,16.2206,-21.7
78.9583,16.2206,-24.3
78.975,16.2206,-27
78.9917,16.2206,-29.9
79.0083,16.2206,-33.1
79.025,16.2206,-36.3
79.0417,16.2206,-39.6
79.0583,16.2206,-42.9
79.075,16.2206,-46
79.0917,16.2206,-48.9
79.1083,16.2206,-51.3
79.125,16.2206,-53.2
79.1417,16.2206,-54.5
79.1583,16.2206,-55.2
79.175,16.2206,-55.4
79.1917,16.2206,-55.1
79.2083,16.2206,-54.6
79.225,16.2206,-53.9
79.2417,16.2206,-53.2
79.2583,16.2206,-52.7
79.275,16.2206,-52.2
79.2917,16.2206,-51.9
79.3083,16.2206,-51.7
79.325,16.2206,-51.6
79.3417,16.2206,-51.4
79.3583,16.2206,-51.2
79.375,16.2206,-51
79.3917,16.2206,-50.9
79.4083,16.2206,-50.9
79.425,16.2206,-51.2
79.4417,16.2206,-51.7
79.4583,16.2206,-52.5
79.475,16.2206,-53.5
79.4917,16.2206,-54.6
79.5083,16.2206,-55.6
79.525,16.2206,-56.3
79.5417,16.2206,-56.6
79.5583,16.2206,-56.4
79.575,16.2206,-55.8
79.5917,16.2206,-54.7
79.6083,16.2206,-53.3
79.625,16.2206,-52
79.6417,16.2206,-50.8
79.6583,16.2206,-50.1
79.675,16.2206,-50
79.6917,16.2206,-50.4
79.7083,16.2206,-51.3
79.725,16.2206,-52.6
79.7417,16.2206,-54
79.7583,16.2206,-55.4
79.775,16.2206,-56.4
79.7917,16.2206,-57.1
79.8083,16.2206,-57.2
79.825,16.2206,-56.9
79.8417,16.2206,-56.2
79.8583,16.2206,-55.2
79.875,16.2206,-54.1
79.8917,16.2206,-52.9
79.9083,16.2206,-51.5
79.925,16.2206,-50.1
79.9417,16.2206,-48.5
79.9583,16.2206,-46.7
79.975,16.2206,-44.8
79.9917,16.2206,-42.7
80.0083,16.2206,-40.7
78.0083,16.2046,-48.1
78.025,16.2046,-47.8
78.0417,16.2046,-47.2
78.0583,16.2046,-46.4
78.075,16.2046,-45.4
78.0917,16.2046,-44.3
78.1083,16.2046,-43.1
78.125,16.2046,-42.1
78.1417,16.2046,-41.4
78.1583,16.2046,-41.1
78.175,16.2046,-41.1
78.1917,16.2046,-41.2
78.2083,16.2046,-41.4
78.225,16.2046,-41.5
78.2417,16.2046,-41.2
78.2583,16.2046,-40.6
78.275,16.2046,-39.8
78.2917,16.2046,-38.9
78.3083,16.2046,-38.2
78.325,16.2046,-37.8
78.3417,16.2046,-37.9
78.3583,16.2046,-38.4
78.375,16.2046,-39.2
78.3917,16.2046,-39.9
78.4083,16.2046,-40.4
78.425,16.2046,-40.2
78.4417,16.2046,-39.1
78.4583,16.2046,-37.1
78.475,16.2046,-34.1
78.4917,16.2046,-30.5
78.5083,16.2046,-26.3
78.525,16.2046,-22
78.5417,16.2046,-17.8
78.5583,16.2046,-13.8
78.575,16.2046,-10.2
78.5917,16.2046,-7
78.6083,16.2046,-4.2
78.625,16.2046,-1.8
78.6417,16.2046,0.2
78.6583,16.2046,1.9
78.675,16.2046,3.2
78.6917,16.2046,3.9
78.7083,16.2046,4
78.725,16.2046,3.6
78.7417,16.2046,2.5
78.7583,16.2046,0.9
78.775,16.2046,-1.2
78.7917,16.2046,-3.5
78.8083,16.2046,-6.1
78.825,16.2046,-8.6
78.8417,16.2046,-11.1
78.8583,16.2046,-13.4
78.875,16.2046,-15.5
78.8917,16.2046,-17.4
78.9083,16.2046,-19.1
78.925,16.2046,-20.8
78.9417,16.2046,-22.4
78.9583,16.2046,-24.1
78.975,16.2046,-25.9
78.9917,16.2046,-28
79.0083,16.2046,-30.3
79.025,16.2046,-32.9
79.0417,16.2046,-35.8
79.0583,16.2046,-38.8
79.075,16.2046,-41.8
79.0917,16.2046,-44.7
79.1083,16.2046,-47.2
79.125,16.2046,-49.2
79.1417,16.2046,-50.7
79.1583,16.2046,-51.7
79.175,16.2046,-52.1
79.1917,16.2046,-52.2
79.2083,16.2046,-52
79.225,16.2046,-51.8
79.2417,16.2046,-51.6
79.2583,16.2046,-51.6
79.275,16.2046,-51.7
79.2917,16.2046,-52
79.3083,16.2046,-52.4
79.325,16.2046,-52.8
79.3417,16.2046,-53.1
79.3583,16.2046,-53.4
79.375,16.2046,-53.6
79.3917,16.2046,-53.8
79.4083,16.2046,-54.1
79.425,16.2046,-54.5
79.4417,16.2046,-55.1
79.4583,16.2046,-55.8
79.475,16.2046,-56.7
79.4917,16.2046,-57.5
79.5083,16.2046,-58.2
79.525,16.2046,-58.6
79.5417,16.2046,-58.5
79.5583,16.2046,-58
79.575,16.2046,-57
79.5917,16.2046,-55.7
79.6083,16.2046,-54.2
79.625,16.2046,-52.8
79.6417,16.2046,-51.6
79.6583,16.2046,-51
79.675,16.2046,-50.9
79.6917,16.2046,-51.4
79.7083,16.2046,-52.4
79.725,16.2046,-53.7
79.7417,16.2046,-55.1
79.7583,16.2046,-56.3
79.775,16.2046,-57.3
79.7917,16.2046,-57.7
79.8083,16.2046,-57.6
79.825,16.2046,-57
79.8417,16.2046,-56
79.8583,16.2046,-54.8
79.875,16.2046,-53.4
79.8917,16.2046,-52
79.9083,16.2046,-50.5
79.925,16.2046,-49
79.9417,16.2046,-47.3
79.9583,16.2046,-45.6
79.975,16.2046,-43.7
79.9917,16.2046,-41.7
80.0083,16.2046,-39.7
78.0083,16.1886,-50
78.025,16.1886,-49.7
78.0417,16.1886,-49.3
78.0583,16.1886,-48.5
78.075,16.1886,-47.5
78.0917,16.1886,-46.3
78.1083,16.1886,-45.2
78.125,16.1886,-44.2
78.1417,16.1886,-43.6
78.1583,16.1886,-43.4
78.175,16.1886,-43.5
78.1917,16.1886,-43.7
78.2083,16.1886,-44
78.225,16.1886,-43.9
78.2417,16.1886,-43.6
78.2583,16.1886,-42.8
78.275,16.1886,-41.8
78.2917,16.1886,-40.8
78.3083,16.1886,-40.1
78.325,16.1886,-39.7
78.3417,16.1886,-39.9
78.3583,16.1886,-40.6
78.375,16.1886,-41.6
78.3917,16.1886,-42.4
78.4083,16.1886,-42.8
78.425,16.1886,-42.3
78.4417,16.1886,-40.8
78.4583,16.1886,-38
78.475,16.1886,-34.1
78.4917,16.1886,-29.4
78.5083,16.1886,-24.2
78.525,16.1886,-19
78.5417,16.1886,-14.1
78.5583,16.1886,-9.9
78.575,16.1886,-6.4
78.5917,16.1886,-3.7
78.6083,16.1886,-1.7
78.625,16.1886,-0.3
78.6417,16.1886,0.7
78.6583,16.1886,1.3
78.675,16.1886,1.6
78.6917,16.1886,1.5
78.7083,16.1886,1
78.725,16.1886,0.2
78.7417,16.1886,-1.2
78.7583,16.1886,-3
78.775,16.1886,-5.3
78.7917,16.1886,-7.8
78.8083,16.1886,-10.4
78.825,16.1886,-13.1
78.8417,16.1886,-15.6
78.8583,16.1886,-17.9
78.875,16.1886,-19.8
78.8917,16.1886,-21.2
78.9083,16.1886,-22.3
78.925,16.1886,-23.1
78.9417,16.1886,-23.7
78.9583,16.1886,-24.2
78.975,16.1886,-24.8
78.9917,16.1886,-25.6
79.0083,16.1886,-26.9
79.025,16.1886,-28.6
79.0417,16.1886,-30.8
79.0583,16.1886,-33.3
79.075,16.1886,-36
79.0917,16.1886,-38.8
79.1083,16.1886,-41.4
79.125,16.1886,-43.6
79.1417,16.1886,-45.5
79.1583,16.1886,-46.9
79.175,16.1886,-47.8
79.1917,16.1886,-48.5
79.2083,16.1886,-48.9
79.225,16.1886,-49.4
79.2417,16.1886,-50
79.2583,16.1886,-50.7
79.275,16.1886,-51.6
79.2917,16.1886,-52.6
79.3083,16.1886,-53.7
79.325,16.1886,-54.7
79.3417,16.1886,-55.5
79.3583,16.1886,-56.2
79.375,16.1886,-56.7
79.3917,16.1886,-57.1
79.4083,16.1886,-57.5
79.425,16.1886,-57.9
79.4417,16.1886,-58.3
79.4583,16.1886,-58.9
79.475,16.1886,-59.5
79.4917,16.1886,-60
79.5083,16.1886,-60.3
79.525,16.1886,-60.4
79.5417,16.1886,-60
79.5583,16.1886,-59.2
79.575,16.1886,-58
79.5917,16.1886,-56.5
79.6083,16.1886,-55
79.625,16.1886,-53.6
79.6417,16.1886,-52.5
79.6583,16.1886,-51.9
79.675,16.1886,-52
79.6917,16.1886,-52.5
79.7083,16.1886,-53.6
79.725,16.1886,-54.8
79.7417,16.1886,-56.2
79.7583,16.1886,-57.3
79.775,16.1886,-58
79.7917,16.1886,-58.2
79.8083,16.1886,-57.8
79.825,16.1886,-57
79.8417,16.1886,-55.8
79.8583,16.1886,-54.3
79.875,16.1886,-52.8
79.8917,16.1886,-51.2
79.9083,16.1886,-49.6
79.925,16.1886,-48
79.9417,16.1886,-46.4
79.9583,16.1886,-44.6
79.975,16.1886,-42.8
79.9917,16.1886,-40.9
80.0083,16.1886,-39
78.0083,16.1726,-51.5
78.025,16.1726,-51.4
78.0417,16.1726,-50.9
78.0583,16.1726,-50.2
78.075,16.1726,-49.2
78.0917,16.1726,-48
78.1083,16.1726,-46.9
78.125,16.1726,-46.1
78.1417,16.1726,-45.6
78.1583,16.1726,-45.5
78.175,16.1726,-45.7
78.1917,16.1726,-46.1
78.2083,16.1726,-46.4
78.225,16.1726,-46.4
78.2417,16.1726,-45.9
78.2583,16.1726,-45.1
78.275,16.1726,-43.9
78.2917,16.1726,-42.8
78.3083,16.1726,-42
78.325,16.1726,-41.7
78.3417,16.1726,-41.9
78.3583,16.1726,-42.7
78.375,16.1726,-43.8
78.3917,16.1726,-44.6
78.4083,16.1726,-44.9
78.425,16.1726,-44
78.4417,16.1726,-41.9
78.4583,16.1726,-38.4
78.475,16.1726,-33.7
78.4917,16.1726,-28.1
78.5083,16.1726,-22.2
78.525,16.1726,-16.5
78.5417,16.1726,-11.4
78.5583,16.1726,-7.2
78.575,16.1726,-4.1
78.5917,16.1726,-2.1
78.6083,16.1726,-1
78.625,16.1726,-0.6
78.6417,16.1726,-0.6
78.6583,16.1726,-0.9
78.675,16.1726,-1.3
78.6917,16.1726,-1.9
78.7083,16.1726,-2.7
78.725,16.1726,-3.8
78.7417,16.1726,-5.3
78.7583,16.1726,-7.2
78.775,16.1726,-9.6
78.7917,16.1726,-12.3
78.8083,16.1726,-15.1
78.825,16.1726,-18
78.8417,16.1726,-20.7
78.8583,16.1726,-23
78.875,16.1726,-24.7
78.8917,16.1726,-25.7
78.9083,16.1726,-26.1
78.925,16.1726,-25.9
78.9417,16.1726,-25.2
78.9583,16.1726,-24.4
78.975,16.1726,-23.5
78.9917,16.1726,-23
79.0083,16.1726,-23
79.025,16.1726,-23.6
79.0417,16.1726,-24.9
79.0583,16.1726,-26.8
79.075,16.1726,-29.2
79.0917,16.1726,-31.9
79.1083,16.1726,-34.6
79.125,16.1726,-37.2
79.1417,16.1726,-39.5
79.1583,16.1726,-41.4
79.175,16.1726,-43
79.1917,16.1726,-44.5
79.2083,16.1726,-45.8
79.225,16.1726,-47.1
79.2417,16.1726,-48.5
79.2583,16.1726,-50.1
79.275,16.1726,-51.9
79.2917,16.1726,-53.6
79.3083,16.1726,-55.4
79.325,16.1726,-56.9
79.3417,16.1726,-58.2
79.3583,16.1726,-59.1
79.375,16.1726,-59.8
79.3917,16.1726,-60.3
79.4083,16.1726,-60.6
79.425,16.1726,-60.8
79.4417,16.1726,-61.1
79.4583,16.1726,-61.4
79.475,16.1726,-61.6
79.4917,16.1726,-61.8
79.5083,16.1726,-61.8
79.525,16.1726,-61.5
79.5417,16.1726,-60.9
79.5583,16.1726,-59.9
79.575,16.1726,-58.6
79.5917,16.1726,-57.2
79.6083,16.1726,-55.7
79.625,16.1726,-54.4
79.6417,16.1726,-53.5
79.6583,16.1726,-53.1
79.675,16.1726,-53.2
79.6917,16.1726,-53.8
79.7083,16.1726,-54.8
79.725,16.1726,-56
79.7417,16.1726,-57.2
79.7583,16.1726,-58.1
79.775,16.1726,-58.6
79.7917,16.1726,-58.5
79.8083,16.1726,-57.9
79.825,16.1726,-56.9
79.8417,16.1726,-55.5
79.8583,16.1726,-53.8
79.875,16.1726,-52.1
79.8917,16.1726,-50.4
79.9083,16.1726,-48.8
79.925,16.1726,-47.1
79.9417,16.1726,-45.5
79.9583,16.1726,-43.8
79.975,16.1726,-42.1
79.9917,16.1726,-40.3
80.0083,16.1726,-38.5
78.0083,16.1566,-52.9
78.025,16.1566,-52.8
78.0417,16.1566,-52.4
78.0583,16.1566,-51.6
78.075,16.1566,-50.6
78.0917,16.1566,-49.5
78.1083,16.1566,-48.5
78.125,16.1566,-47.7
78.1417,16.1566,-47.4
78.1583,16.1566,-47.5
78.175,16.1566,-47.9
78.1917,16.1566,-48.4
78.2083,16.1566,-48.8
78.225,16.1566,-48.8
78.2417,16.1566,-48.3
78.2583,16.1566,-47.4
78.275,16.1566,-46.1
78.2917,16.1566,-44.9
78.3083,16.1566,-44
78.325,16.1566,-43.7
78.3417,16.1566,-43.9
78.3583,16.1566,-44.7
78.375,16.1566,-45.8
78.3917,16.1566,-46.5
78.4083,16.1566,-46.5
78.425,16.1566,-45.3
78.4417,16.1566,-42.6
78.4583,16.1566,-38.5
78.475,16.1566,-33.1
78.4917,16.1566,-27
78.5083,16.1566,-20.7
78.525,16.1566,-14.8
78.5417,16.1566,-9.8
78.5583,16.1566,-6
78.575,16.1566,-3.6
78.5917,16.1566,-2.5
78.6083,16.1566,-2.3
78.625,16.1566,-2.8
78.6417,16.1566,-3.6
78.6583,16.1566,-4.6
78.675,16.1566,-5.5
78.6917,16.1566,-6.3
78.7083,16.1566,-7.2
78.725,16.1566,-8.2
78.7417,16.1566,-9.7
78.7583,16.1566,-11.6
78.775,16.1566,-14
78.7917,16.1566,-16.8
78.8083,16.1566,-20
78.825,16.1566,-23.1
78.8417,16.1566,-25.9
78.8583,16.1566,-28.2
78.875,16.1566,-29.7
78.8917,16.1566,-30.3
78.9083,16.1566,-29.9
78.925,16.1566,-28.6
78.9417,16.1566,-26.7
78.9583,16.1566,-24.4
78.975,16.1566,-22
78.9917,16.1566,-20.1
79.0083,16.1566,-18.7
79.025,16.1566,-18.2
79.0417,16.1566,-18.6
79.0583,16.1566,-20
79.075,16.1566,-22.1
79.0917,16.1566,-24.7
79.1083,16.1566,-27.6
79.125,16.1566,-30.5
79.1417,16.1566,-33.4
79.1583,16.1566,-36
79.175,16.1566,-38.4
79.1917,16.1566,-40.7
79.2083,16.1566,-42.9
79.225,16.1566,-45.2
79.2417,16.1566,-47.5
79.2583,16.1566,-50
79.275,16.1566,-52.5
79.2917,16.1566,-55
79.3083,16.1566,-57.3
79.325,16.1566,-59.2
79.3417,16.1566,-60.8
79.3583,16.1566,-61.9
79.375,16.1566,-62.6
79.3917,16.1566,-63.1
79.4083,16.1566,-63.2
79.425,16.1566,-63.3
79.4417,16.1566,-63.2
79.4583,16.1566,-63.2
79.475,16.1566,-63.1
79.4917,16.1566,-63
79.5083,16.1566,-62.7
79.525,16.1566,-62.2
79.5417,16.1566,-61.4
79.5583,16.1566,-60.4
79.575,16.1566,-59.2
79.5917,16.1566,-57.8
79.6083,16.1566,-56.5
79.625,16.1566,-55.4
79.6417,16.1566,-54.7
79.6583,16.1566,-54.4
79.675,16.1566,-54.6
79.6917,16.1566,-55.2
79.7083,16.1566,-56.1
79.725,16.1566,-57.1
79.7417,16.1566,-58.1
79.7583,16.1566,-58.7
79.775,16.1566,-59
79.7917,16.1566,-58.7
79.8083,16.1566,-57.9
79.825,16.1566,-56.7
79.8417,16.1566,-55.1
79.8583,16.1566,-53.3
79.875,16.1566,-51.5
79.8917,16.1566,-49.7
79.9083,16.1566,-48
79.925,16.1566,-46.3
79.9417,16.1566,-44.7
79.9583,16.1566,-43.1
79.975,16.1566,-41.5
79.9917,16.1566,-39.8
80.0083,16.1566,-38.2
78.0083,16.1406,-54.3
78.025,16.1406,-54.2
78.0417,16.1406,-53.8
78.0583,16.1406,-53.1
78.075,16.1406,-52.1
78.0917,16.1406,-51.1
78.1083,16.1406,-50.1
78.125,16.1406,-49.5
78.1417,16.1406,-49.3
78.1583,16.1406,-49.6
78.175,16.1406,-50.2
78.1917,16.1406,-50.9
78.2083,16.1406,-51.3
78.225,16.1406,-51.3
78.2417,16.1406,-50.8
78.2583,16.1406,-49.8
78.275,16.1406,-48.4
78.2917,16.1406,-47.1
78.3083,16.1406,-46.1
78.325,16.1406,-45.7
78.3417,16.1406,-45.9
78.3583,16.1406,-46.6
78.375,16.1406,-47.5
78.3917,16.1406,-48
78.4083,16.1406,-47.7
78.425,16.1406,-46.1
78.4417,16.1406,-43
78.4583,16.1406,-38.4
78.475,16.1406,-32.7
78.4917,16.1406,-26.3
78.5083,16.1406,-20
78.525,16.1406,-14.4
78.5417,16.1406,-9.8
78.5583,16.1406,-6.8
78.575,16.1406,-5.2
78.5917,16.1406,-5
78.6083,16.1406,-5.7
78.625,16.1406,-6.9
78.6417,16.1406,-8.3
78.6583,16.1406,-9.6
78.675,16.1406,-10.5
78.6917,16.1406,-11.3
78.7083,16.1406,-11.9
78.725,16.1406,-12.8
78.7417,16.1406,-14
78.7583,16.1406,-15.7
78.775,16.1406,-18.1
78.7917,16.1406,-21.1
78.8083,16.1406,-24.4
78.825,16.1406,-27.7
78.8417,16.1406,-30.7
78.8583,16.1406,-32.9
78.875,16.1406,-34.2
78.8917,16.1406,-34.2
78.9083,16.1406,-33
78.925,16.1406,-30.7
78.9417,16.1406,-27.5
78.9583,16.1406,-23.8
78.975,16.1406,-20.1
78.9917,16.1406,-16.8
79.0083,16.1406,-14.3
79.025,16.1406,-12.8
79.0417,16.1406,-12.6
79.0583,16.1406,-13.5
79.075,16.1406,-15.4
79.0917,16.1406,-18.1
79.1083,16.1406,-21.3
79.125,16.1406,-24.7
79.1417,16.1406,-28.1
79.1583,16.1406,-31.5
79.175,16.1406,-34.7
79.1917,16.1406,-37.8
79.2083,16.1406,-40.9
79.225,16.1406,-44
79.2417,16.1406,-47.2
79.2583,16.1406,-50.4
79.275,16.1406,-53.6
79.2917,16.1406,-56.6
79.3083,16.1406,-59.2
79.325,16.1406,-61.4
79.3417,16.1406,-63.1
79.3583,16.1406,-64.3
79.375,16.1406,-64.9
79.3917,16.1406,-65.2
79.4083,16.1406,-65.2
79.425,16.1406,-65
79.4417,16.1406,-64.7
79.4583,16.1406,-64.4
79.475,16.1406,-64
79.4917,16.1406,-63.6
79.5083,16.1406,-63.2
79.525,16.1406,-62.5
79.5417,16.1406,-61.8
79.5583,16.1406,-60.8
79.575,16.1406,-59.7
79.5917,16.1406,-58.6
79.6083,16.1406,-57.5
79.625,16.1406,-56.7
79.6417,16.1406,-56.1
79.6583,16.1406,-55.9
79.675,16.1406,-56.1
79.6917,16.1406,-56.6
79.7083,16.1406,-57.3
79.725,16.1406,-58.1
79.7417,16.1406,-58.8
79.7583,16.1406,-59.2
79.775,16.1406,-59.2
79.7917,16.1406,-58.7
79.8083,16.1406,-57.7
79.825,16.1406,-56.3
79.8417,16.1406,-54.6
79.8583,16.1406,-52.7
79.875,16.1406,-50.8
79.8917,16.1406,-48.9
79.9083,16.1406,-47.2
79.925,16.1406,-45.5
79.9417,16.1406,-43.9
79.9583,16.1406,-42.4
79.975,16.1406,-40.8
79.9917,16.1406,-39.3
80.0083,16.1406,-37.8
78.0083,16.1246,-55.8
78.025,16.1246,-55.8
78.0417,16.1246,-55.5
78.0583,16.1246,-54.8
78.075,16.1246,-53.8
78.0917,16.1246,-52.8
78.1083,16.1246,-52
78.125,16.1246,-51.5
78.1417,16.1246,-51.5
78.1583,16.1246,-52
78.175,16.1246,-52.7
78.1917,16.1246,-53.5
78.2083,16.1246,-54
78.225,16.1246,-54
78.2417,16.1246,-53.4
78.2583,16.1246,-52.3
78.275,16.1246,-50.9
78.2917,16.1246,-49.5
78.3083,16.1246,-48.4
78.325,16.1246,-47.9
78.3417,16.1246,-47.9
78.3583,16.1246,-48.5
78.375,16.1246,-49.1
78.3917,16.1246,-49.3
78.4083,16.1246,-48.6
78.425,16.1246,-46.6
78.4417,16.1246,-43.2
78.4583,16.1246,-38.4
78.475,16.1246,-32.5
78.4917,16.1246,-26.3
78.5083,16.1246,-20.3
78.525,16.1246,-15.2
78.5417,16.1246,-11.5
78.5583,16.1246,-9.3
78.575,16.1246,-8.7
78.5917,16.1246,-9.3
78.6083,16.1246,-10.8
78.625,16.1246,-12.6
78.6417,16.1246,-14.2
78.6583,16.1246,-15.5
78.675,16.1246,-16.3
78.6917,16.1246,-16.6
78.7083,16.1246,-16.8
78.725,16.1246,-17.2
78.7417,16.1246,-18.1
78.7583,16.1246,-19.6
78.775,16.1246,-21.9
78.7917,16.1246,-24.8
78.8083,16.1246,-28.2
78.825,16.1246,-31.6
78.8417,16.1246,-34.5
78.8583,16.1246,-36.6
78.875,16.1246,-37.5
78.8917,16.1246,-36.9
78.9083,16.1246,-34.9
78.925,16.1246,-31.5
78.9417,16.1246,-27.2
78.9583,16.1246,-22.4
78.975,16.1246,-17.5
78.9917,16.1246,-13.2
79.0083,16.1246,-9.8
79.025,16.1246,-7.7
79.0417,16.1246,-7.1
79.0583,16.1246,-7.8
79.075,16.1246,-9.8
79.0917,16.1246,-12.7
79.1083,16.1246,-16.3
79.125,16.1246,-20.2
79.1417,16.1246,-24.3
79.1583,16.1246,-28.4
79.175,16.1246,-32.4
79.1917,16.1246,-36.3
79.2083,16.1246,-40.1
79.225,16.1246,-44
79.2417,16.1246,-47.8
79.2583,16.1246,-51.5
79.275,16.1246,-55.1
79.2917,16.1246,-58.3
79.3083,16.1246,-61.2
79.325,16.1246,-63.4
79.3417,16.1246,-65.1
79.3583,16.1246,-66.1
79.375,16.1246,-66.6
79.3917,16.1246,-66.7
79.4083,16.1246,-66.5
79.425,16.1246,-66
79.4417,16.1246,-65.5
79.4583,16.1246,-65
79.475,16.1246,-64.5
79.4917,16.1246,-64
79.5083,16.1246,-63.4
79.525,16.1246,-62.8
79.5417,16.1246,-62.1
79.5583,16.1246,-61.3
79.575,16.1246,-60.4
79.5917,16.1246,-59.6
79.6083,16.1246,-58.8
79.625,16.1246,-58.2
79.6417,16.1246,-57.7
79.6583,16.1246,-57.6
79.675,16.1246,-57.7
79.6917,16.1246,-58
79.7083,16.1246,-58.5
79.725,16.1246,-59
79.7417,16.1246,-59.3
79.7583,16.1246,-59.4
79.775,16.1246,-59.2
79.7917,16.1246,-58.5
79.8083,16.1246,-57.3
79.825,16.1246,-55.8
79.8417,16.1246,-54
79.8583,16.1246,-52.1
79.875,16.1246,-50.1
79.8917,16.1246,-48.1
79.9083,16.1246,-46.2
79.925,16.1246,-44.5
79.9417,16.1246,-42.9
79.9583,16.1246,-41.4
79.975,16.1246,-39.9
79.9917,16.1246,-38.5
80.0083,16.1246,-37.2
78.0083,16.1086,-57.4
78.025,16.1086,-57.5
78.0417,16.1086,-57.3
78.0583,16.1086,-56.7
78.075,16.1086,-55.8
78.0917,16.1086,-54.9
78.1083,16.1086,-54.2
78.125,16.1086,-53.9
78.1417,16.1086,-54
78.1583,16.1086,-54.6
78.175,16.1086,-55.4
78.1917,16.1086,-56.3
78.2083,16.1086,-56.8
78.225,16.1086,-56.8
78.2417,16.1086,-56.2
78.2583,16.1086,-55
78.275,16.1086,-53.4
78.2917,16.1086,-51.9
78.3083,16.1086,-50.7
78.325,16.1086,-50
78.3417,16.1086,-49.9
78.3583,16.1086,-50.2
78.375,16.1086,-50.5
78.3917,16.1086,-50.4
78.4083,16.1086,-49.3
78.425,16.1086,-47
78.4417,16.1086,-43.3
78.4583,16.1086,-38.5
78.475,16.1086,-32.7
78.4917,16.1086,-26.9
78.5083,16.1086,-21.5
78.525,16.1086,-17.2
78.5417,16.1086,-14.4
78.5583,16.1086,-13.2
78.575,16.1086,-13.5
78.5917,16.1086,-14.9
78.6083,16.1086,-16.9
