Lat,Long,Bouger anomaly
79.925,16.9873,-46.6
79.9417,16.9873,-46.1
79.9583,16.9873,-45.5
79.975,16.9873,-44.8
79.9917,16.9873,-44.1
80.0083,16.9873,-43.3
78.0083,16.9713,5.8
78.025,16.9713,4.1
78.0417,16.9713,2.2
78.0583,16.9713,0.4
78.075,16.9713,-1.1
78.0917,16.9713,-2.1
78.1083,16.9713,-2.6
78.125,16.9713,-2.6
78.1417,16.9713,-2.4
78.1583,16.9713,-2.1
78.175,16.9713,-1.7
78.1917,16.9713,-1.5
78.2083,16.9713,-1.3
78.225,16.9713,-1.3
78.2417,16.9713,-1.4
78.2583,16.9713,-1.5
78.275,16.9713,-1.6
78.2917,16.9713,-1.7
78.3083,16.9713,-1.8
78.325,16.9713,-1.7
78.3417,16.9713,-1.5
78.3583,16.9713,-1.1
78.375,16.9713,-0.6
78.3917,16.9713,0.1
78.4083,16.9713,1
78.425,16.9713,2
78.4417,16.9713,3.2
78.4583,16.9713,4.2
78.475,16.9713,5.1
78.4917,16.9713,5.7
78.5083,16.9713,5.9
78.525,16.9713,5.8
78.5417,16.9713,5.4
78.5583,16.9713,4.7
78.575,16.9713,3.8
78.5917,16.9713,2.9
78.6083,16.9713,1.8
78.625,16.9713,0.7
78.6417,16.9713,-0.5
78.6583,16.9713,-1.9
78.675,16.9713,-3.4
78.6917,16.9713,-5.1
78.7083,16.9713,-7
78.725,16.9713,-8.9
78.7417,16.9713,-11
78.7583,16.9713,-13.1
78.775,16.9713,-15.1
78.7917,16.9713,-17.1
78.8083,16.9713,-19.1
78.825,16.9713,-21.1
78.8417,16.9713,-23.2
78.8583,16.9713,-25.4
78.875,16.9713,-27.6
78.8917,16.9713,-29.8
78.9083,16.9713,-31.9
78.925,16.9713,-33.7
78.9417,16.9713,-35.1
78.9583,16.9713,-36.1
78.975,16.9713,-36.8
78.9917,16.9713,-37.2
79.0083,16.9713,-37.4
79.025,16.9713,-37.5
79.0417,16.9713,-37.6
79.0583,16.9713,-37.8
79.075,16.9713,-38.1
79.0917,16.9713,-38.5
79.1083,16.9713,-38.9
79.125,16.9713,-39.2
79.1417,16.9713,-39.4
79.1583,16.9713,-39.4
79.175,16.9713,-39.3
79.1917,16.9713,-39.2
79.2083,16.9713,-39.1
79.225,16.9713,-39.1
79.2417,16.9713,-39.1
79.2583,16.9713,-39.3
79.275,16.9713,-39.5
79.2917,16.9713,-39.8
79.3083,16.9713,-40
79.325,16.9713,-40.2
79.3417,16.9713,-40.3
79.3583,16.9713,-40.3
79.375,16.9713,-40.3
79.3917,16.9713,-40.3
79.4083,16.9713,-40.4
79.425,16.9713,-40.6
79.4417,16.9713,-41
79.4583,16.9713,-41.4
79.475,16.9713,-42
79.4917,16.9713,-42.6
79.5083,16.9713,-43.2
79.525,16.9713,-43.7
79.5417,16.9713,-44.2
79.5583,16.9713,-44.6
79.575,16.9713,-44.8
79.5917,16.9713,-44.9
79.6083,16.9713,-44.8
79.625,16.9713,-44.6
79.6417,16.9713,-44.3
79.6583,16.9713,-44
79.675,16.9713,-43.7
79.6917,16.9713,-43.6
79.7083,16.9713,-43.6
79.725,16.9713,-43.9
79.7417,16.9713,-44.5
79.7583,16.9713,-45.2
79.775,16.9713,-46.1
79.7917,16.9713,-46.9
79.8083,16.9713,-47.6
79.825,16.9713,-48.1
79.8417,16.9713,-48.4
79.8583,16.9713,-48.4
79.875,16.9713,-48.2
79.8917,16.9713,-47.8
79.9083,16.9713,-47.3
79.925,16.9713,-46.8
79.9417,16.9713,-46.2
79.9583,16.9713,-45.7
79.975,16.9713,-45.1
79.9917,16.9713,-44.4
80.0083,16.9713,-43.7
78.0083,16.9554,6.1
78.025,16.9554,4.5
78.0417,16.9554,2.6
78.0583,16.9554,0.7
78.075,16.9554,-0.9
78.0917,16.9554,-2.1
78.1083,16.9554,-2.9
78.125,16.9554,-3.3
78.1417,16.9554,-3.3
78.1583,16.9554,-3.1
78.175,16.9554,-2.9
78.1917,16.9554,-2.7
78.2083,16.9554,-2.7
78.225,16.9554,-2.7
78.2417,16.9554,-2.9
78.2583,16.9554,-3.1
78.275,16.9554,-3.2
78.2917,16.9554,-3.4
78.3083,16.9554,-3.4
78.325,16.9554,-3.3
78.3417,16.9554,-3.1
78.3583,16.9554,-2.7
78.375,16.9554,-2.1
78.3917,16.9554,-1.3
78.4083,16.9554,-0.3
78.425,16.9554,0.7
78.4417,16.9554,1.9
78.4583,16.9554,2.9
78.475,16.9554,3.9
78.4917,16.9554,4.5
78.5083,16.9554,4.7
78.525,16.9554,4.6
78.5417,16.9554,4.2
78.5583,16.9554,3.4
78.575,16.9554,2.4
78.5917,16.9554,1.3
78.6083,16.9554,0.1
78.625,16.9554,-1.1
78.6417,16.9554,-2.4
78.6583,16.9554,-3.8
78.675,16.9554,-5.3
78.6917,16.9554,-6.9
78.7083,16.9554,-8.7
78.725,16.9554,-10.5
78.7417,16.9554,-12.5
78.7583,16.9554,-14.3
78.775,16.9554,-16.2
78.7917,16.9554,-18.1
78.8083,16.9554,-19.9
78.825,16.9554,-21.7
78.8417,16.9554,-23.7
78.8583,16.9554,-25.7
78.875,16.9554,-27.8
78.8917,16.9554,-29.8
78.9083,16.9554,-31.7
78.925,16.9554,-33.4
78.9417,16.9554,-34.8
78.9583,16.9554,-35.9
78.975,16.9554,-36.6
78.9917,16.9554,-37
79.0083,16.9554,-37.2
79.025,16.9554,-37.3
79.0417,16.9554,-37.5
79.0583,16.9554,-37.8
79.075,16.9554,-38.1
79.0917,16.9554,-38.6
79.1083,16.9554,-39.1
79.125,16.9554,-39.6
79.1417,16.9554,-40
79.1583,16.9554,-40.2
79.175,16.9554,-40.4
79.1917,16.9554,-40.5
79.2083,16.9554,-40.7
79.225,16.9554,-40.8
79.2417,16.9554,-41
79.2583,16.9554,-41.3
79.275,16.9554,-41.6
79.2917,16.9554,-41.9
79.3083,16.9554,-42
79.325,16.9554,-42.1
79.3417,16.9554,-42.1
79.3583,16.9554,-42
79.375,16.9554,-41.8
79.3917,16.9554,-41.7
79.4083,16.9554,-41.6
79.425,16.9554,-41.6
79.4417,16.9554,-41.8
79.4583,16.9554,-42.1
79.475,16.9554,-42.6
79.4917,16.9554,-43.1
79.5083,16.9554,-43.6
79.525,16.9554,-44.1
79.5417,16.9554,-44.7
79.5583,16.9554,-45.1
79.575,16.9554,-45.5
79.5917,16.9554,-45.7
79.6083,16.9554,-45.8
79.625,16.9554,-45.8
79.6417,16.9554,-45.6
79.6583,16.9554,-45.4
79.675,16.9554,-45.1
79.6917,16.9554,-44.9
79.7083,16.9554,-44.9
79.725,16.9554,-45
79.7417,16.9554,-45.4
79.7583,16.9554,-45.9
79.775,16.9554,-46.5
79.7917,16.9554,-47.2
79.8083,16.9554,-47.8
79.825,16.9554,-48.2
79.8417,16.9554,-48.4
79.8583,16.9554,-48.3
79.875,16.9554,-48.1
79.8917,16.9554,-47.7
79.9083,16.9554,-47.2
79.925,16.9554,-46.6
79.9417,16.9554,-46.1
79.9583,16.9554,-45.6
79.975,16.9554,-45.1
79.9917,16.9554,-44.5
80.0083,16.9554,-44
78.0083,16.9394,6.2
78.025,16.9394,4.8
78.0417,16.9394,3
78.0583,16.9394,1.1
78.075,16.9394,-0.7
78.0917,16.9394,-2.2
78.1083,16.9394,-3.2
78.125,16.9394,-3.8
78.1417,16.9394,-4.1
78.1583,16.9394,-4.2
78.175,16.9394,-4.2
78.1917,16.9394,-4.1
78.2083,16.9394,-4.2
78.225,16.9394,-4.4
78.2417,16.9394,-4.6
78.2583,16.9394,-4.8
78.275,16.9394,-5
78.2917,16.9394,-5.1
78.3083,16.9394,-5.1
78.325,16.9394,-4.9
78.3417,16.9394,-4.6
78.3583,16.9394,-4.2
78.375,16.9394,-3.6
78.3917,16.9394,-2.8
78.4083,16.9394,-1.8
78.425,16.9394,-0.8
78.4417,16.9394,0.3
78.4583,16.9394,1.3
78.475,16.9394,2.1
78.4917,16.9394,2.7
78.5083,16.9394,2.9
78.525,16.9394,2.7
78.5417,16.9394,2.2
78.5583,16.9394,1.3
78.575,16.9394,0.2
78.5917,16.9394,-1
78.6083,16.9394,-2.2
78.625,16.9394,-3.5
78.6417,16.9394,-4.9
78.6583,16.9394,-6.2
78.675,16.9394,-7.7
78.6917,16.9394,-9.2
78.7083,16.9394,-10.7
78.725,16.9394,-12.4
78.7417,16.9394,-14.1
78.7583,16.9394,-15.8
78.775,16.9394,-17.4
78.7917,16.9394,-19.1
78.8083,16.9394,-20.8
78.825,16.9394,-22.4
78.8417,16.9394,-24.2
78.8583,16.9394,-26.1
78.875,16.9394,-28
78.8917,16.9394,-29.9
78.9083,16.9394,-31.7
78.925,16.9394,-33.3
78.9417,16.9394,-34.6
78.9583,16.9394,-35.7
78.975,16.9394,-36.3
78.9917,16.9394,-36.8
79.0083,16.9394,-37
79.025,16.9394,-37.2
79.0417,16.9394,-37.5
79.0583,16.9394,-37.8
79.075,16.9394,-38.3
79.0917,16.9394,-38.9
79.1083,16.9394,-39.5
79.125,16.9394,-40.1
79.1417,16.9394,-40.6
79.1583,16.9394,-41.1
79.175,16.9394,-41.4
79.1917,16.9394,-41.7
79.2083,16.9394,-42
79.225,16.9394,-42.3
79.2417,16.9394,-42.7
79.2583,16.9394,-43.1
79.275,16.9394,-43.4
79.2917,16.9394,-43.7
79.3083,16.9394,-43.9
79.325,16.9394,-44
79.3417,16.9394,-43.9
79.3583,16.9394,-43.7
79.375,16.9394,-43.5
79.3917,16.9394,-43.2
79.4083,16.9394,-43
79.425,16.9394,-42.9
79.4417,16.9394,-43
79.4583,16.9394,-43.1
79.475,16.9394,-43.4
79.4917,16.9394,-43.8
79.5083,16.9394,-44.2
79.525,16.9394,-44.7
79.5417,16.9394,-45.2
79.5583,16.9394,-45.7
79.575,16.9394,-46.1
79.5917,16.9394,-46.5
79.6083,16.9394,-46.8
79.625,16.9394,-46.9
79.6417,16.9394,-47
79.6583,16.9394,-46.9
79.675,16.9394,-46.7
79.6917,16.9394,-46.5
79.7083,16.9394,-46.4
79.725,16.9394,-46.3
79.7417,16.9394,-46.5
79.7583,16.9394,-46.8
79.775,16.9394,-47.2
79.7917,16.9394,-47.6
79.8083,16.9394,-48.1
79.825,16.9394,-48.3
79.8417,16.9394,-48.4
79.8583,16.9394,-48.2
79.875,16.9394,-47.9
79.8917,16.9394,-47.4
79.9083,16.9394,-46.8
79.925,16.9394,-46.2
79.9417,16.9394,-45.7
79.9583,16.9394,-45.3
79.975,16.9394,-44.9
79.9917,16.9394,-44.5
80.0083,16.9394,-44.1
78.0083,16.9235,6.2
78.025,16.9235,5
78.0417,16.9235,3.3
78.0583,16.9235,1.4
78.075,16.9235,-0.5
78.0917,16.9235,-2.1
78.1083,16.9235,-3.5
78.125,16.9235,-4.4
78.1417,16.9235,-5
78.1583,16.9235,-5.3
78.175,16.9235,-5.5
78.1917,16.9235,-5.7
78.2083,16.9235,-5.9
78.225,16.9235,-6.1
78.2417,16.9235,-6.4
78.2583,16.9235,-6.6
78.275,16.9235,-6.7
78.2917,16.9235,-6.8
78.3083,16.9235,-6.7
78.325,16.9235,-6.5
78.3417,16.9235,-6.1
78.3583,16.9235,-5.6
78.375,16.9235,-5
78.3917,16.9235,-4.2
78.4083,16.9235,-3.4
78.425,16.9235,-2.4
78.4417,16.9235,-1.5
78.4583,16.9235,-0.6
78.475,16.9235,0.1
78.4917,16.9235,0.5
78.5083,16.9235,0.6
78.525,16.9235,0.3
78.5417,16.9235,-0.3
78.5583,16.9235,-1.3
78.575,16.9235,-2.5
78.5917,16.9235,-3.8
78.6083,16.9235,-5.1
78.625,16.9235,-6.5
78.6417,16.9235,-7.8
78.6583,16.9235,-9.1
78.675,16.9235,-10.4
78.6917,16.9235,-11.7
78.7083,16.9235,-13.1
78.725,16.9235,-14.5
78.7417,16.9235,-15.9
78.7583,16.9235,-17.4
78.775,16.9235,-18.8
78.7917,16.9235,-20.3
78.8083,16.9235,-21.7
78.825,16.9235,-23.3
78.8417,16.9235,-24.9
78.8583,16.9235,-26.6
78.875,16.9235,-28.4
78.8917,16.9235,-30.1
78.9083,16.9235,-31.8
78.925,16.9235,-33.3
78.9417,16.9235,-34.6
78.9583,16.9235,-35.6
78.975,16.9235,-36.3
78.9917,16.9235,-36.7
79.0083,16.9235,-37.1
79.025,16.9235,-37.4
79.0417,16.9235,-37.7
79.0583,16.9235,-38.2
79.075,16.9235,-38.7
79.0917,16.9235,-39.4
79.1083,16.9235,-40.1
79.125,16.9235,-40.8
79.1417,16.9235,-41.4
79.1583,16.9235,-42
79.175,16.9235,-42.4
79.1917,16.9235,-42.8
79.2083,16.9235,-43.2
79.225,16.9235,-43.6
79.2417,16.9235,-44.1
79.2583,16.9235,-44.5
79.275,16.9235,-45
79.2917,16.9235,-45.3
79.3083,16.9235,-45.6
79.325,16.9235,-45.7
79.3417,16.9235,-45.7
79.3583,16.9235,-45.5
79.375,16.9235,-45.3
79.3917,16.9235,-45
79.4083,16.9235,-44.7
79.425,16.9235,-44.5
79.4417,16.9235,-44.4
79.4583,16.9235,-44.4
79.475,16.9235,-44.5
79.4917,16.9235,-44.7
79.5083,16.9235,-45
79.525,16.9235,-45.4
79.5417,16.9235,-45.8
79.5583,16.9235,-46.3
79.575,16.9235,-46.8
79.5917,16.9235,-47.3
79.6083,16.9235,-47.8
79.625,16.9235,-48.1
79.6417,16.9235,-48.3
79.6583,16.9235,-48.3
79.675,16.9235,-48.2
79.6917,16.9235,-48.1
79.7083,16.9235,-47.9
79.725,16.9235,-47.8
79.7417,16.9235,-47.8
79.7583,16.9235,-47.9
79.775,16.9235,-48.1
79.7917,16.9235,-48.3
79.8083,16.9235,-48.5
79.825,16.9235,-48.6
79.8417,16.9235,-48.5
79.8583,16.9235,-48.2
79.875,16.9235,-47.7
79.8917,16.9235,-47.1
79.9083,16.9235,-46.4
79.925,16.9235,-45.8
79.9417,16.9235,-45.3
79.9583,16.9235,-44.9
79.975,16.9235,-44.6
79.9917,16.9235,-44.3
80.0083,16.9235,-44.1
78.0083,16.9076,6
78.025,16.9076,5.1
78.0417,16.9076,3.5
78.0583,16.9076,1.7
78.075,16.9076,-0.3
78.0917,16.9076,-2.1
78.1083,16.9076,-3.6
78.125,16.9076,-4.8
78.1417,16.9076,-5.7
78.1583,16.9076,-6.3
78.175,16.9076,-6.7
78.1917,16.9076,-7.1
78.2083,16.9076,-7.4
78.225,16.9076,-7.7
78.2417,16.9076,-8
78.2583,16.9076,-8.2
78.275,16.9076,-8.2
78.2917,16.9076,-8.2
78.3083,16.9076,-8
78.325,16.9076,-7.6
78.3417,16.9076,-7.2
78.3583,16.9076,-6.7
78.375,16.9076,-6
78.3917,16.9076,-5.4
78.4083,16.9076,-4.6
78.425,16.9076,-3.9
78.4417,16.9076,-3.1
78.4583,16.9076,-2.5
78.475,16.9076,-2
78.4917,16.9076,-1.8
78.5083,16.9076,-1.8
78.525,16.9076,-2.3
78.5417,16.9076,-3
78.5583,16.9076,-4.1
78.575,16.9076,-5.3
78.5917,16.9076,-6.7
78.6083,16.9076,-8.1
78.625,16.9076,-9.5
78.6417,16.9076,-10.8
78.6583,16.9076,-12
78.675,16.9076,-13.1
78.6917,16.9076,-14.3
78.7083,16.9076,-15.4
78.725,16.9076,-16.6
78.7417,16.9076,-17.8
78.7583,16.9076,-19
78.775,16.9076,-20.2
78.7917,16.9076,-21.5
78.8083,16.9076,-22.8
78.825,16.9076,-24.2
78.8417,16.9076,-25.7
78.8583,16.9076,-27.3
78.875,16.9076,-28.9
78.8917,16.9076,-30.5
78.9083,16.9076,-32.1
78.925,16.9076,-33.5
78.9417,16.9076,-34.7
78.9583,16.9076,-35.7
78.975,16.9076,-36.4
78.9917,16.9076,-36.9
79.0083,16.9076,-37.4
79.025,16.9076,-37.8
79.0417,16.9076,-38.3
79.0583,16.9076,-38.8
79.075,16.9076,-39.5
79.0917,16.9076,-40.3
79.1083,16.9076,-41.1
79.125,16.9076,-41.8
79.1417,16.9076,-42.5
79.1583,16.9076,-43.1
79.175,16.9076,-43.6
79.1917,16.9076,-44
79.2083,16.9076,-44.4
79.225,16.9076,-44.8
79.2417,16.9076,-45.3
79.2583,16.9076,-45.8
79.275,16.9076,-46.2
79.2917,16.9076,-46.7
79.3083,16.9076,-47
79.325,16.9076,-47.2
79.3417,16.9076,-47.3
79.3583,16.9076,-47.2
79.375,16.9076,-47
79.3917,16.9076,-46.8
79.4083,16.9076,-46.5
79.425,16.9076,-46.3
79.4417,16.9076,-46.1
79.4583,16.9076,-46
79.475,16.9076,-45.9
79.4917,16.9076,-45.9
79.5083,16.9076,-46
79.525,16.9076,-46.2
79.5417,16.9076,-46.6
79.5583,16.9076,-47
79.575,16.9076,-47.5
79.5917,16.9076,-48.1
79.6083,16.9076,-48.6
79.625,16.9076,-49.1
79.6417,16.9076,-49.4
79.6583,16.9076,-49.6
79.675,16.9076,-49.6
79.6917,16.9076,-49.5
79.7083,16.9076,-49.3
79.725,16.9076,-49.1
79.7417,16.9076,-49
79.7583,16.9076,-49
79.775,16.9076,-49
79.7917,16.9076,-49.1
79.8083,16.9076,-49.1
79.825,16.9076,-49
79.8417,16.9076,-48.7
79.8583,16.9076,-48.3
79.875,16.9076,-47.6
79.8917,16.9076,-46.9
79.9083,16.9076,-46.1
79.925,16.9076,-45.4
79.9417,16.9076,-44.9
79.9583,16.9076,-44.5
79.975,16.9076,-44.3
79.9917,16.9076,-44.3
80.0083,16.9076,-44.2
78.0083,16.8916,5.8
78.025,16.8916,5.1
78.0417,16.8916,3.7
78.0583,16.8916,2
78.075,16.8916,0
78.0917,16.8916,-2
78.1083,16.8916,-3.7
78.125,16.8916,-5.1
78.1417,16.8916,-6.2
78.1583,16.8916,-7
78.175,16.8916,-7.7
78.1917,16.8916,-8.2
78.2083,16.8916,-8.6
78.225,16.8916,-9
78.2417,16.8916,-9.3
78.2583,16.8916,-9.4
78.275,16.8916,-9.4
78.2917,16.8916,-9.2
78.3083,16.8916,-8.9
78.325,16.8916,-8.4
78.3417,16.8916,-7.9
78.3583,16.8916,-7.3
78.375,16.8916,-6.8
78.3917,16.8916,-6.2
78.4083,16.8916,-5.6
78.425,16.8916,-5.1
78.4417,16.8916,-4.6
78.4583,16.8916,-4.2
78.475,16.8916,-4
78.4917,16.8916,-3.9
78.5083,16.8916,-4.2
78.525,16.8916,-4.8
78.5417,16.8916,-5.7
78.5583,16.8916,-6.8
78.575,16.8916,-8.2
78.5917,16.8916,-9.6
78.6083,16.8916,-11
78.625,16.8916,-12.4
78.6417,16.8916,-13.6
78.6583,16.8916,-14.7
78.675,16.8916,-15.8
78.6917,16.8916,-16.7
78.7083,16.8916,-17.7
78.725,16.8916,-18.6
78.7417,16.8916,-19.6
78.7583,16.8916,-20.6
78.775,16.8916,-21.7
78.7917,16.8916,-22.8
78.8083,16.8916,-24
78.825,16.8916,-25.2
78.8417,16.8916,-26.6
78.8583,16.8916,-28
78.875,16.8916,-29.5
78.8917,16.8916,-31
78.9083,16.8916,-32.5
78.925,16.8916,-33.8
78.9417,16.8916,-34.9
78.9583,16.8916,-35.9
78.975,16.8916,-36.7
78.9917,16.8916,-37.3
79.0083,16.8916,-37.9
79.025,16.8916,-38.5
79.0417,16.8916,-39.1
79.0583,16.8916,-39.8
79.075,16.8916,-40.7
79.0917,16.8916,-41.5
79.1083,16.8916,-42.4
79.125,16.8916,-43.2
79.1417,16.8916,-44
79.1583,16.8916,-44.5
79.175,16.8916,-45
79.1917,16.8916,-45.4
79.2083,16.8916,-45.7
79.225,16.8916,-46
79.2417,16.8916,-46.4
79.2583,16.8916,-46.9
79.275,16.8916,-47.3
79.2917,16.8916,-47.8
79.3083,16.8916,-48.2
79.325,16.8916,-48.5
79.3417,16.8916,-48.7
79.3583,16.8916,-48.7
79.375,16.8916,-48.7
79.3917,16.8916,-48.6
79.4083,16.8916,-48.4
79.425,16.8916,-48.1
79.4417,16.8916,-47.9
79.4583,16.8916,-47.7
79.475,16.8916,-47.5
79.4917,16.8916,-47.3
79.5083,16.8916,-47.2
79.525,16.8916,-47.2
79.5417,16.8916,-47.4
79.5583,16.8916,-47.7
79.575,16.8916,-48.2
79.5917,16.8916,-48.8
79.6083,16.8916,-49.4
79.625,16.8916,-49.9
79.6417,16.8916,-50.3
79.6583,16.8916,-50.6
79.675,16.8916,-50.7
79.6917,16.8916,-50.7
79.7083,16.8916,-50.5
79.725,16.8916,-50.4
79.7417,16.8916,-50.2
79.7583,16.8916,-50.1
79.775,16.8916,-50.1
79.7917,16.8916,-50
79.8083,16.8916,-49.9
79.825,16.8916,-49.6
79.8417,16.8916,-49.2
79.8583,16.8916,-48.5
79.875,16.8916,-47.7
79.8917,16.8916,-46.8
79.9083,16.8916,-45.9
79.925,16.8916,-45.2
79.9417,16.8916,-44.7
79.9583,16.8916,-44.4
79.975,16.8916,-44.3
79.9917,16.8916,-44.4
80.0083,16.8916,-44.5
78.0083,16.8757,5.6
78.025,16.8757,5.1
78.0417,16.8757,3.8
