Level 0
7.593651248
8.739571331
7.930898589
8.306123133
5.596970346
23.80285743
-45.27241986
-199.5638477
-256.0712605
6.520134128
-93.78358827
-231.8406972
-215.2271661
20.12236731
-135.3323634
-265.9149338
-153.6680846
2.424161676
-171.2205376
-288.3106932
-87.94785178
-37.85943114
-209.4619965
-279.400546
-42.96547058
-87.85422895
-244.9656439
-246.6714658
-24.11451842
-133.6736043
-281.1182859
-193.6921269
-30.84965085
-174.6741253
-309.4194636
-131.2694906
-58.15817122
-216.2443751
-311.4736852
-79.94728891
-96.66974104
-258.6922005
-282.2303509
-52.51720915
-137.9910877
-295.4393412
-234.0790349
-47.06971773
-176.167762
-327.7646527
-172.2811762
-61.91236444
-214.617846
-342.1408269
-113.3851361
-91.90272768
-257.0244589
-323.1461222
-78.26435851
-128.5554427
-296.5488497
-281.0740459
-67.57013771
-165.3296027
-331.2079556
-226.144477
-76.04540733
-200.2749593
-357.1596822
-166.6594114
-99.90442651
-236.651622
-361.0645953
-117.5715189
-132.109826
-277.457157
-333.5899043
-91.29143289
-165.9892024
-315.900163
-285.7592371
-85.43408933
-196.7391155
-351.4781938
-224.1825393
-97.55142134
-225.892377
-374.4630102
-159.6580124
-123.6978833
-260.9375964
-366.5850203
-112.1298035
-157.275438
-299.6660084
-326.7737432
-92.30580705
-188.9768915
-338.0345839
-266.6117786
-97.17060603
-217.6986219
-367.8982878
-201.340828
-117.3146318
-249.5697717
-374.5105596
-147.0032055
-145.6461363
-287.0467225
-348.1417638
-116.9515226
-177.1986269
-321.3105756
-299.4912217
-110.437015
-204.0197813
-350.5822268
-240.399898
-120.0567795
-226.3078235
-368.5154185
-183.7015071
-136.1856854
-251.707641
-361.6910091
-142.8778763
-153.5216273
-280.7222972
-328.9902294
-122.8722329
-167.8543745
-310.5934005
-281.7143907
-114.9923954
-181.1873671
-337.7828689
-230.3920895
-108.1204773
-206.5456216
-347.108955
-185.3791789
-103.7758293
-243.7525435
-329.2712032
-155.3254736
-105.1235949
-282.2413083
-294.9253376
-131.7369149
-120.5639909
-311.9229922
-256.9457498
-102.9072329
-159.357832
-322.7272245
-221.3847282
-77.44468675
-210.6119955
-312.4442335
-192.3653395
-66.76263291
-256.9687566
-290.8862156
-162.6073213
-83.09462552
-284.6413182
-272.9720507
-121.521638
-127.7969641
-295.4768189
-256.675409
-83.19749645
-181.6722432
-295.0961352
-241.7209896
-59.39596811
-230.5406008
-289.704329
-219.6706125
-62.18568469
-264.1018811
-291.6813216
-175.9710303
-96.31381414
-283.8103449
-296.7040792
-122.1964367
-147.1293809
-294.5756799
-297.699244
-75.78820451
-201.7696813
-299.9283755
-282.7488348
-55.06486923
-247.7528508
-309.0446274
-241.6165785
-67.45455612
-282.5739961
-316.1652534
-191.2879618
-101.451013
-305.247013
-317.4469554
-147.811812
-147.8883503
-314.4222739
-313.4922285
-116.7323348
-198.2788978
-321.4995975
-296.9479977
-99.4347635
-252.16178
-322.812181
-275.0180504
-98.02200188
-298.0403632
-321.2337014
-251.1505421
-118.2297258
-322.4441324
-327.6110886
-214.5165627
-164.4507167
-326.2344113
-344.0240351
-158.517823
-234.4430689
-321.5668734
-348.6095415
-113.3434694
-304.1367683
-316.9556869
-328.4183859
-110.069504
-342.0398297
-330.316813
-273.5041007
-159.0375802
-341.297776
-360.9875484
-195.9233806
-243.982154
-320.0418767
-381.1739584
-140.6408359
-322.6730532
-304.3230524
-370.5742232
-136.6883996
-366.4139132
-310.9259057
-321.9660776
-191.7562494
-363.3560708
-338.7019526
-257.2630447
-279.4803588
-327.5076012
-367.7764334
-214.0478003
-351.6074837
-293.5732807
-379.6842481
-202.1375585
-390.6113392
-280.3174683
-361.2208628
-227.3012065
-388.8574997
-291.1446679
-316.6336142
-280.9910778
-351.2865277
-317.0483328
-268.0159713
-335.5981035
-301.1104721
-347.8984713
-223.8038951
-375.273865
-265.0751959
-357.529611
-206.6783167
-389.6645434
-250.4920709
-340.1382095
-229.0949149
-368.7730332
-264.0983077
-300.4405038
-283.8861102
-317.7726562
-302.479462
-252.7191373
-348.6630944
-262.4098309
-337.4515027
-228.4132287
-394.427509
-224.0580958
-347.5994948
-249.5140293
-396.4398872
-218.3707423
-328.6399911
-313.2663602
-349.5900003
-242.4429388
-301.9801853
-385.4289319
-272.1800579
-287.5238451
-282.4914705
-431.4681483
-205.9439343
-320.5273088
-288.4269891
-432.1185651
-176.0490675
-320.101269
-332.1006615
-378.8599948
-185.0249787
-304.0130338
-388.7592728
-288.1539407
-227.9425658
-289.2425034
-425.1831775
-200.8874797
-280.4874138
-287.20989
-426.7541811
-151.3575168
-309.6175233
-316.465757
-386.4756575
-147.2887488
-314.8628659
-371.5604189
-306.9199611
-182.2904289
-318.8301823
-420.0759581
-213.9698476
-242.3356977
-331.715494
-433.2905979
-148.7642312
-296.2264807
-358.6206069
-408.1178518
-123.540209
-331.5311776
-400.6147245
-340.174208
-142.7235502
-353.1325136
-440.1866193
-245.0164922
-195.8540636
-374.0386006
-447.7309398
-160.4781782
-265.7680806
-387.4976132
-420.2158492
-114.8862869
-326.1137782
-398.9476591
-359.8885632
-118.9918459
-360.9972487
-416.1587302
-271.0696698
-167.1426051
-377.0666073
-423.1827101
-179.9755432
-241.8270396
-378.3273458
-406.7162232
-120.9097278
-312.3287608
-373.3511005
-364.1269454
-110.3755757
-352.0296062
-379.3570126
-292.0915834
-143.9403154
-365.1410655
-388.1060558
-205.3337266
-205.1340111
-366.253432
-377.6889106
-133.414928
-275.3449211
-356.5426341
-341.714453
-103.3953492
-326.2545799
-346.1650305
-284.2459135
-118.9791974
-343.7962811
-348.4298022
-208.7689451
-163.5928108
-349.6339583
-343.3620609
-134.2306225
-230.8799789
-342.7251336
-321.0055771
-89.98275341
-294.5473083
-329.9344932
-282.8084026
-89.77155694
-324.1062749
-337.1446689
-223.7961966
-123.613145
-330.8905532
-352.7298386
-155.7715098
-176.822842
-333.8515789
-350.7246155
-101.5548013
-236.5613542
-337.1566396
-321.3837908
-81.68956496
-277.3522685
-353.5866991
-264.9839363
-97.08556762
-295.5470664
-377.3282051
-196.5192353
-129.4219622
-316.2551911
-378.5188664
-136.4051563
-172.9224862
-342.7434995
-347.1929606
-101.1180413
-219.7600846
-367.6258231
-294.1798102
-96.05554058
-255.350594
-392.315016
-230.7170995
-113.7508833
-284.4969314
-405.5316264
-171.4425503
-140.7835113
-323.0224803
-387.7849068
-128.3209703
-177.1214731
-361.0328787
-344.5631816
-107.1513292
-212.5563453
-397.8695048
-282.2162656
-108.1939316
-242.320138
-428.5041998
-211.1659609
-121.3707523
-283.9316238
-425.25953
-151.9760346
-143.6100129
-337.8403741
-378.9170763
-117.364615
-175.0384825
-386.8264194
-308.8501783
-104.0224437
-213.6425753
-423.3962772
-228.2233751
-109.8404777
-262.5522703
-429.7896063
-158.5861458
-127.0522668
-325.3204202
-391.4195481
-119.8942047
-152.3875156
-385.7276398
-326.4432063
-105.0814247
-189.748104
-427.331857
-255.8648991
-105.2208723
-235.7719044
-448.6932962
-187.1225319
-117.2514512
-291.3906707
-436.7004744
-138.3910535
-133.5760535
-354.298575
-389.3100515
-116.3780545
-154.2966035
-412.2366907
-324.1657387
-107.2681171
-189.1363446
-452.9202993
-254.699764
-106.9498424
-237.5857129
-469.204643
-193.4258845
-111.9430597
-300.6490758
-450.208723
-153.0309821
-123.6661213
-367.8625252
-403.939771
-128.7105667
-148.9461032
-426.7757081
-344.3069963
-110.9098682
-193.5987649
-468.5061168
-277.2773256
-103.969354
-252.2658712
-481.5045266
-216.1458891
-112.3256877
-314.4757494
-461.0022482
-172.0725717
-131.0327145
-378.4540654
-411.4930109
-137.0748074
-171.8633046
-429.543484
-343.0246084
-115.6987638
-229.3722607
-455.8450914
-270.4759434
-118.2674093
-284.7278513
-455.7300331
-211.1345473
-136.9452087
-339.7424296
-427.3002648
-169.6240239
-167.8943893
-395.4221198
-376.1734402
-140.124871
-220.260611
-434.4740351
-316.8128305
-130.1752405
-277.2497132
-457.2467144
-258.4919082
-140.2133522
-331.834138
-461.5836183
-207.4252888
-165.066599
-391.165203
-435.8906672
-167.4052371
-208.3874884
-447.4006101
-380.4057658
-146.269484
-263.8468687
-487.9634272
-307.2397036
-150.0229508
-321.7250407
-498.6269712
-235.8199805
-177.9580014
-373.5843023
-471.0921445
-184.2952211
-219.9616605
-415.5540252
-410.0347289
-158.6468601
-267.5818761
-439.5397397
-331.05606
-164.6845368
-304.4524739
-438.8741641
-259.051564
-196.7293978
-317.0649098
-419.0530632
-211.6655291
-232.6628841
-314.9534615
-387.3410945
-188.8402535
-257.1506405
-314.551607
-345.1089321
-186.9769321
-266.8720137
-320.5969755
-297.6325729
-206.9512083
-255.896971
-331.6559217
-258.4360056
-236.8713259
-232.5098028
-347.7805388
-229.913198
-258.8583272
-227.1555773
-352.0358621
-210.9703983
-271.9450485
-250.2062731
-334.0550873
-208.7395866
-276.5237224
-287.7770481
-302.9191264
-228.4888572
-268.2280248
-325.7671528
-275.8536931
-251.9995068
-262.7339916
-358.4604667
-247.3207829
-273.3094224
-274.4568632
-370.2878489
-224.450234
-289.100996
-296.2083049
-362.8702606
-216.7372215
-290.5658077
-323.2908622
-341.2686065
-221.8603041
-279.1041346
-351.0986627
-311.0031991
-229.2022499
-267.1213876
-376.4820527
-271.4439301
-233.1228799
-269.4051201
-381.6954323
-233.7940133
-236.8497959
-278.2553901
-367.9290244
-210.0466752
-232.089151
-293.8893914
-339.5969064
-199.355348
-218.1399225
-319.1036183
-298.9852427
-192.0800397
-211.276698
-343.2576072
-250.0334016
-186.6517792
-219.4052662
-352.5938315
-201.3973444
-188.2990827
-233.2245701
-345.0994584
-164.9291344
-189.2929609
-251.8319709
-322.2466537
-143.0496147
-180.7918682
-285.0727269
-287.426081
-164.0533112
