Lat,Long,Elevation
77.6583,17.0191,511
77.675,17.0191,515
77.6917,17.0191,519
77.7083,17.0191,527
77.725,17.0191,535
77.7417,17.0191,541
77.7583,17.0191,547
77.775,17.0191,549
77.7917,17.0191,557
77.8083,17.0191,571
77.825,17.0191,571
77.8417,17.0191,577
77.8583,17.0191,585
77.875,17.0191,585
77.8917,17.0191,593
77.9083,17.0191,613
77.925,17.0191,643
77.9417,17.0191,667
77.9583,17.0191,675
77.975,17.0191,657
77.9917,17.0191,641
78.0083,17.0191,639
78.025,17.0191,645
78.0417,17.0191,633
78.0583,17.0191,623
78.075,17.0191,613
78.0917,17.0191,597
78.1083,17.0191,601
78.125,17.0191,611
78.1417,17.0191,617
78.1583,17.0191,611
78.175,17.0191,601
78.1917,17.0191,611
78.2083,17.0191,611
78.225,17.0191,627
78.2417,17.0191,637
78.2583,17.0191,637
78.275,17.0191,637
78.2917,17.0191,641
78.3083,17.0191,635
77.1083,17.0032,453
77.125,17.0032,461
77.1417,17.0032,475
77.1583,17.0032,507
77.175,17.0032,513
77.1917,17.0032,523
77.2083,17.0032,525
77.225,17.0032,539
77.2417,17.0032,509
77.2583,17.0032,489
77.275,17.0032,481
77.2917,17.0032,473
77.3083,17.0032,467
77.325,17.0032,475
77.3417,17.0032,489
77.3583,17.0032,511
77.375,17.0032,515
77.3917,17.0032,525
77.4083,17.0032,547
77.425,17.0032,573
77.4417,17.0032,601
77.4583,17.0032,587
77.475,17.0032,597
77.4917,17.0032,595
77.5083,17.0032,579
77.525,17.0032,567
77.5417,17.0032,557
77.5583,17.0032,563
77.575,17.0032,555
77.5917,17.0032,555
77.6083,17.0032,553
77.625,17.0032,533
77.6417,17.0032,523
77.6583,17.0032,511
77.675,17.0032,509
77.6917,17.0032,521
77.7083,17.0032,529
77.725,17.0032,527
77.7417,17.0032,527
77.7583,17.0032,537
77.775,17.0032,531
77.7917,17.0032,541
77.8083,17.0032,553
77.825,17.0032,557
77.8417,17.0032,563
77.8583,17.0032,565
77.875,17.0032,573
77.8917,17.0032,595
77.9083,17.0032,599
