Lat,Long,Bouger_gravity
77.7417,16.9873,-10
77.7583,16.9873,-9.2
77.775,16.9873,-8.5
77.7917,16.9873,-7.8
77.8083,16.9873,-7
77.825,16.9873,-6
77.8417,16.9873,-4.7
77.8583,16.9873,-3.1
77.875,16.9873,-1.1
77.8917,16.9873,1
77.9083,16.9873,3.3
77.925,16.9873,5.2
77.9417,16.9873,6.6
77.9583,16.9873,7.4
77.975,16.9873,7.3
77.9917,16.9873,6.5
78.0083,16.9873,5.1
78.025,16.9873,3.4
78.0417,16.9873,1.6
78.0583,16.9873,0
78.075,16.9873,-1.2
78.0917,16.9873,-1.9
78.1083,16.9873,-2.2
78.125,16.9873,-2.1
78.1417,16.9873,-1.7
78.1583,16.9873,-1.3
78.175,16.9873,-0.9
78.1917,16.9873,-0.6
78.2083,16.9873,-0.4
78.225,16.9873,-0.4
78.2417,16.9873,-0.4
78.2583,16.9873,-0.4
78.275,16.9873,-0.5
78.2917,16.9873,-0.5
78.3083,16.9873,-0.5
77.1083,16.9713,-31.1
77.125,16.9713,-29.4
77.1417,16.9713,-27.9
77.1583,16.9713,-26.7
77.175,16.9713,-25.8
77.1917,16.9713,-25
77.2083,16.9713,-24.5
77.225,16.9713,-24.4
77.2417,16.9713,-24.5
77.2583,16.9713,-24.8
77.275,16.9713,-25.2
77.2917,16.9713,-25.5
77.3083,16.9713,-25.6
77.325,16.9713,-25.1
77.3417,16.9713,-24.2
77.3583,16.9713,-22.6
77.375,16.9713,-20.7
77.3917,16.9713,-18.5
77.4083,16.9713,-16.3
77.425,16.9713,-14.3
77.4417,16.9713,-12.7
77.4583,16.9713,-11.7
77.475,16.9713,-11.2
77.4917,16.9713,-11.2
77.5083,16.9713,-11.4
77.525,16.9713,-11.9
77.5417,16.9713,-12.4
77.5583,16.9713,-12.8
77.575,16.9713,-13.2
77.5917,16.9713,-13.6
77.6083,16.9713,-13.8
77.625,16.9713,-14
77.6417,16.9713,-14
77.6583,16.9713,-13.9
77.675,16.9713,-13.6
77.6917,16.9713,-13.1
77.7083,16.9713,-12.4
77.725,16.9713,-11.6
77.7417,16.9713,-10.6
77.7583,16.9713,-9.7
77.775,16.9713,-8.8
77.7917,16.9713,-7.9
77.8083,16.9713,-6.9
77.825,16.9713,-5.9
77.8417,16.9713,-4.7
77.8583,16.9713,-3.1
77.875,16.9713,-1.3
77.8917,16.9713,0.8
77.9083,16.9713,2.9
77.925,16.9713,4.9
77.9417,16.9713,6.5
77.9583,16.9713,7.4
77.975,16.9713,7.5
77.9917,16.9713,6.9
78.0083,16.9713,5.6
78.025,16.9713,3.9
78.0417,16.9713,2
78.0583,16.9713,0.3
78.075,16.9713,-1.2
78.0917,16.9713,-2.2
78.1083,16.9713,-2.7
78.125,16.9713,-2.8
78.1417,16.9713,-2.5
78.1583,16.9713,-2.2
78.175,16.9713,-1.8
78.1917,16.9713,-1.6
78.2083,16.9713,-1.4
78.225,16.9713,-1.4
78.2417,16.9713,-1.5
78.2583,16.9713,-1.6
78.275,16.9713,-1.8
78.2917,16.9713,-1.9
78.3083,16.9713,-1.9
77.1083,16.9554,-31.6
77.125,16.9554,-29.9
77.1417,16.9554,-28.4
77.1583,16.9554,-27.1
77.175,16.9554,-26
77.1917,16.9554,-25.1
77.2083,16.9554,-24.4
77.225,16.9554,-23.9
77.2417,16.9554,-23.7
77.2583,16.9554,-23.7
77.275,16.9554,-23.7
77.2917,16.9554,-23.7
77.3083,16.9554,-23.4
77.325,16.9554,-22.7
77.3417,16.9554,-21.4
77.3583,16.9554,-19.7
77.375,16.9554,-17.7
77.3917,16.9554,-15.5
77.4083,16.9554,-13.4
77.425,16.9554,-11.7
77.4417,16.9554,-10.5
77.4583,16.9554,-9.8
77.475,16.9554,-9.7
77.4917,16.9554,-10
77.5083,16.9554,-10.5
77.525,16.9554,-11.1
77.5417,16.9554,-11.7
77.5583,16.9554,-12.2
77.575,16.9554,-12.6
77.5917,16.9554,-13
77.6083,16.9554,-13.3
77.625,16.9554,-13.6
77.6417,16.9554,-13.9
77.6583,16.9554,-14
77.675,16.9554,-14
77.6917,16.9554,-13.8
77.7083,16.9554,-13.2
77.725,16.9554,-12.4
77.7417,16.9554,-11.4
77.7583,16.9554,-10.3
77.775,16.9554,-9.1
77.7917,16.9554,-8
77.8083,16.9554,-7
77.825,16.9554,-5.9
77.8417,16.9554,-4.7
77.8583,16.9554,-3.3
77.875,16.9554,-1.7
77.8917,16.9554,0.2
77.9083,16.9554,2.3
77.925,16.9554,4.2
77.9417,16.9554,5.9
77.9583,16.9554,7
77.975,16.9554,7.4
77.9917,16.9554,7.1
78.0083,16.9554,6
78.025,16.9554,4.4
78.0417,16.9554,2.5
78.0583,16.9554,0.6
78.075,16.9554,-1
78.0917,16.9554,-2.3
78.1083,16.9554,-3
78.125,16.9554,-3.4
78.1417,16.9554,-3.4
78.1583,16.9554,-3.2
78.175,16.9554,-3
78.1917,16.9554,-2.8
78.2083,16.9554,-2.8
78.225,16.9554,-2.8
78.2417,16.9554,-3
78.2583,16.9554,-3.2
78.275,16.9554,-3.4
78.2917,16.9554,-3.5
78.3083,16.9554,-3.5
77.1083,16.9394,-32.7
77.125,16.9394,-31.1
77.1417,16.9394,-29.6
77.1583,16.9394,-28.3
77.175,16.9394,-27
77.1917,16.9394,-25.9
77.2083,16.9394,-24.8
77.225,16.9394,-23.9
77.2417,16.9394,-23.2
77.2583,16.9394,-22.7
77.275,16.9394,-22.3
77.2917,16.9394,-21.8
77.3083,16.9394,-21.2
77.325,16.9394,-20.1
77.3417,16.9394,-18.7
77.3583,16.9394,-16.9
77.375,16.9394,-14.8
77.3917,16.9394,-12.8
77.4083,16.9394,-10.9
77.425,16.9394,-9.5
77.4417,16.9394,-8.6
77.4583,16.9394,-8.3
77.475,16.9394,-8.5
77.4917,16.9394,-9.1
77.5083,16.9394,-9.9
77.525,16.9394,-10.6
77.5417,16.9394,-11.3
77.5583,16.9394,-11.8
77.575,16.9394,-12.2
77.5917,16.9394,-12.5
77.6083,16.9394,-12.9
77.625,16.9394,-13.3
77.6417,16.9394,-13.8
77.6583,16.9394,-14.3
77.675,16.9394,-14.6
77.6917,16.9394,-14.6
77.7083,16.9394,-14.2
77.725,16.9394,-13.4
77.7417,16.9394,-12.3
77.7583,16.9394,-11.1
77.775,16.9394,-9.7
77.7917,16.9394,-8.4
77.8083,16.9394,-7.3
77.825,16.9394,-6.1
77.8417,16.9394,-5
77.8583,16.9394,-3.8
77.875,16.9394,-2.4
77.8917,16.9394,-0.7
77.9083,16.9394,1.2
77.925,16.9394,3.2
77.9417,16.9394,4.9
77.9583,16.9394,6.2
77.975,16.9394,6.9
77.9917,16.9394,6.9
78.0083,16.9394,6.1
78.025,16.9394,4.7
78.0417,16.9394,2.9
78.0583,16.9394,1
78.075,16.9394,-0.8
78.0917,16.9394,-2.3
78.1083,16.9394,-3.3
78.125,16.9394,-4
78.1417,16.9394,-4.2
78.1583,16.9394,-4.3
78.175,16.9394,-4.3
78.1917,16.9394,-4.3
78.2083,16.9394,-4.3
78.225,16.9394,-4.5
78.2417,16.9394,-4.7
78.2583,16.9394,-4.9
78.275,16.9394,-5.1
78.2917,16.9394,-5.2
78.3083,16.9394,-5.2
77.1083,16.9235,-34.4
77.125,16.9235,-32.9
77.1417,16.9235,-31.5
77.1583,16.9235,-30.2
77.175,16.9235,-28.8
77.1917,16.9235,-27.3
77.2083,16.9235,-25.8
77.225,16.9235,-24.4
77.2417,16.9235,-23.2
77.2583,16.9235,-22.1
77.275,16.9235,-21.2
77.2917,16.9235,-20.2
77.3083,16.9235,-19.2
77.325,16.9235,-17.9
77.3417,16.9235,-16.3
77.3583,16.9235,-14.4
77.375,16.9235,-12.4
77.3917,16.9235,-10.5
77.4083,16.9235,-8.9
77.425,16.9235,-7.7
77.4417,16.9235,-7.2
77.4583,16.9235,-7.2
77.475,16.9235,-7.8
77.4917,16.9235,-8.6
77.5083,16.9235,-9.6
77.525,16.9235,-10.5
77.5417,16.9235,-11.2
77.5583,16.9235,-11.6
77.575,16.9235,-12
77.5917,16.9235,-12.4
77.6083,16.9235,-12.8
77.625,16.9235,-13.4
77.6417,16.9235,-14
77.6583,16.9235,-14.7
77.675,16.9235,-15.3
77.6917,16.9235,-15.5
77.7083,16.9235,-15.3
77.725,16.9235,-14.6
77.7417,16.9235,-13.5
77.7583,16.9235,-12.1
77.775,16.9235,-10.6
77.7917,16.9235,-9.1
77.8083,16.9235,-7.8
77.825,16.9235,-6.7
77.8417,16.9235,-5.6
77.8583,16.9235,-4.5
77.875,16.9235,-3.3
77.8917,16.9235,-1.7
77.9083,16.9235,0
77.925,16.9235,1.9
77.9417,16.9235,3.8
77.9583,16.9235,5.3
77.975,16.9235,6.2
77.9917,16.9235,6.5
78.0083,16.9235,6
78.025,16.9235,4.9
78.0417,16.9235,3.2
78.0583,16.9235,1.3
78.075,16.9235,-0.6
78.0917,16.9235,-2.3
78.1083,16.9235,-3.6
78.125,16.9235,-4.5
78.1417,16.9235,-5.1
78.1583,16.9235,-5.4
78.175,16.9235,-5.6
78.1917,16.9235,-5.8
78.2083,16.9235,-6
78.225,16.9235,-6.2
78.2417,16.9235,-6.5
78.2583,16.9235,-6.7
78.275,16.9235,-6.9
78.2917,16.9235,-6.9
78.3083,16.9235,-6.8
77.1083,16.9076,-36.5
77.125,16.9076,-35.3
77.1417,16.9076,-34
77.1583,16.9076,-32.7
77.175,16.9076,-31.1
77.1917,16.9076,-29.3
77.2083,16.9076,-27.4
77.225,16.9076,-25.5
77.2417,16.9076,-23.7
77.2583,16.9076,-22.1
77.275,16.9076,-20.6
77.2917,16.9076,-19.2
77.3083,16.9076,-17.8
77.325,16.9076,-16.3
77.3417,16.9076,-14.6
77.3583,16.9076,-12.8
77.375,16.9076,-10.9
77.3917,16.9076,-9.2
77.4083,16.9076,-7.7
77.425,16.9076,-6.8
77.4417,16.9076,-6.6
77.4583,16.9076,-6.9
77.475,16.9076,-7.7
77.4917,16.9076,-8.7
77.5083,16.9076,-9.8
77.525,16.9076,-10.8
77.5417,16.9076,-11.5
77.5583,16.9076,-12
77.575,16.9076,-12.3
77.5917,16.9076,-12.6
77.6083,16.9076,-13.1
77.625,16.9076,-13.7
77.6417,16.9076,-14.6
77.6583,16.9076,-15.4
77.675,16.9076,-16.2
77.6917,16.9076,-16.6
77.7083,16.9076,-16.6
77.725,16.9076,-16
77.7417,16.9076,-14.8
77.7583,16.9076,-13.4
77.775,16.9076,-11.7
77.7917,16.9076,-10.1
77.8083,16.9076,-8.7
77.825,16.9076,-7.5
77.8417,16.9076,-6.4
77.8583,16.9076,-5.4
77.875,16.9076,-4.2
77.8917,16.9076,-2.9
77.9083,16.9076,-1.2
77.925,16.9076,0.7
77.9417,16.9076,2.6
77.9583,16.9076,4.3
77.975,16.9076,5.5
77.9917,16.9076,6
78.0083,16.9076,5.8
78.025,16.9076,4.9
78.0417,16.9076,3.4
78.0583,16.9076,1.6
78.075,16.9076,-0.4
78.0917,16.9076,-2.2
78.1083,16.9076,-3.8
78.125,16.9076,-5
78.1417,16.9076,-5.8
78.1583,16.9076,-6.4
78.175,16.9076,-6.8
78.1917,16.9076,-7.2
78.2083,16.9076,-7.5
78.225,16.9076,-7.8
78.2417,16.9076,-8.1
78.2583,16.9076,-8.3
78.275,16.9076,-8.4
78.2917,16.9076,-8.3
78.3083,16.9076,-8.1
77.1083,16.8916,-38.9
77.125,16.8916,-37.9
77.1417,16.8916,-36.9
77.1583,16.8916,-35.5
77.175,16.8916,-33.8
77.1917,16.8916,-31.8
77.2083,16.8916,-29.5
77.225,16.8916,-27.1
77.2417,16.8916,-24.8
77.2583,16.8916,-22.6
77.275,16.8916,-20.7
77.2917,16.8916,-19
77.3083,16.8916,-17.3
77.325,16.8916,-15.7
77.3417,16.8916,-14
77.3583,16.8916,-12.2
77.375,16.8916,-10.4
77.3917,16.8916,-8.9
77.4083,16.8916,-7.6
77.425,16.8916,-6.9
77.4417,16.8916,-6.8
77.4583,16.8916,-7.3
77.475,16.8916,-8.2
77.4917,16.8916,-9.4
77.5083,16.8916,-10.5
77.525,16.8916,-11.5
77.5417,16.8916,-12.2
77.5583,16.8916,-12.7
77.575,16.8916,-13
77.5917,16.8916,-13.3
77.6083,16.8916,-13.8
77.625,16.8916,-14.4
77.6417,16.8916,-15.3
77.6583,16.8916,-16.3
77.675,16.8916,-17.3
77.6917,16.8916,-17.8
77.7083,16.8916,-17.9
77.725,16.8916,-17.4
77.7417,16.8916,-16.3
77.7583,16.8916,-14.8
77.775,16.8916,-13.1
77.7917,16.8916,-11.4
77.8083,16.8916,-9.8
77.825,16.8916,-8.5
77.8417,16.8916,-7.4
77.8583,16.8916,-6.3
77.875,16.8916,-5.2
77.8917,16.8916,-3.9
77.9083,16.8916,-2.3
77.925,16.8916,-0.4
77.9417,16.8916,1.6
77.9583,16.8916,3.4
77.975,16.8916,4.8
77.9917,16.8916,5.6
78.0083,16.8916,5.6
78.025,16.8916,4.9
78.0417,16.8916,3.6
78.0583,16.8916,1.8
78.075,16.8916,-0.2
78.0917,16.8916,-2.1
78.1083,16.8916,-3.8
78.125,16.8916,-5.2
78.1417,16.8916,-6.3
78.1583,16.8916,-7.2
78.175,16.8916,-7.8
78.1917,16.8916,-8.3
78.2083,16.8916,-8.8
78.225,16.8916,-9.1
78.2417,16.8916,-9.4
78.2583,16.8916,-9.6
78.275,16.8916,-9.5
78.2917,16.8916,-9.4
78.3083,16.8916,-9
77.1083,16.8757,-41.3
77.125,16.8757,-40.6
77.1417,16.8757,-39.8
77.1583,16.8757,-38.5
77.175,16.8757,-36.7
77.1917,16.8757,-34.5
77.2083,16.8757,-31.9
77.225,16.8757,-29.1
77.2417,16.8757,-26.3
77.2583,16.8757,-23.8
77.275,16.8757,-21.5
77.2917,16.8757,-19.5
77.3083,16.8757,-17.8
77.325,16.8757,-16.1
77.3417,16.8757,-14.5
77.3583,16.8757,-12.8
77.375,16.8757,-11.2
77.3917,16.8757,-9.7
77.4083,16.8757,-8.6
77.425,16.8757,-8
77.4417,16.8757,-7.9
77.4583,16.8757,-8.4
77.475,16.8757,-9.3
77.4917,16.8757,-10.4
77.5083,16.8757,-11.6
77.525,16.8757,-12.6
77.5417,16.8757,-13.3
77.5583,16.8757,-13.7
77.575,16.8757,-13.9
77.5917,16.8757,-14.2
77.6083,16.8757,-14.6
77.625,16.8757,-15.3
77.6417,16.8757,-16.2
77.6583,16.8757,-17.2
77.675,16.8757,-18.2
77.6917,16.8757,-18.9
77.7083,16.8757,-19.2
77.725,16.8757,-18.8
77.7417,16.8757,-17.8
77.7583,16.8757,-16.3
77.775,16.8757,-14.5
77.7917,16.8757,-12.7
77.8083,16.8757,-11.1
77.825,16.8757,-9.6
77.8417,16.8757,-8.4
77.8583,16.8757,-7.2
77.875,16.8757,-6.1
77.8917,16.8757,-4.7
77.9083,16.8757,-3
77.925,16.8757,-1.1
77.9417,16.8757,0.9
77.9583,16.8757,2.8
77.975,16.8757,4.3
77.9917,16.8757,5.3
78.0083,16.8757,5.5
78.025,16.8757,4.9
78.0417,16.8757,3.7
78.0583,16.8757,2
78.075,16.8757,0.1
78.0917,16.8757,-1.9
78.1083,16.8757,-3.7
78.125,16.8757,-5.2
78.1417,16.8757,-6.5
78.1583,16.8757,-7.5
78.175,16.8757,-8.4
78.1917,16.8757,-9
78.2083,16.8757,-9.6
78.225,16.8757,-10
78.2417,16.8757,-10.3
78.2583,16.8757,-10.4
78.275,16.8757,-10.3
78.2917,16.8757,-10
78.3083,16.8757,-9.6
77.1083,16.8597,-43.6
77.125,16.8597,-43.2
77.1417,16.8597,-42.5
77.1583,16.8597,-41.3
77.175,16.8597,-39.5
77.1917,16.8597,-37.1
77.2083,16.8597,-34.3
77.225,16.8597,-31.3
77.2417,16.8597,-28.2
77.2583,16.8597,-25.4
77.275,16.8597,-23
77.2917,16.8597,-20.9
77.3083,16.8597,-19.1
77.325,16.8597,-17.6
77.3417,16.8597,-16.1
77.3583,16.8597,-14.6
77.375,16.8597,-13.1
77.3917,16.8597,-11.7
77.4083,16.8597,-10.6
77.425,16.8597,-9.9
77.4417,16.8597,-9.7
77.4583,16.8597,-10.1
77.475,16.8597,-10.8
77.4917,16.8597,-11.8
77.5083,16.8597,-12.8
77.525,16.8597,-13.7
77.5417,16.8597,-14.4
77.5583,16.8597,-14.7
77.575,16.8597,-14.9
77.5917,16.8597,-15.1
77.6083,16.8597,-15.4
77.625,16.8597,-16
77.6417,16.8597,-16.9
77.6583,16.8597,-17.9
77.675,16.8597,-18.9
77.6917,16.8597,-19.7
77.7083,16.8597,-20.1
77.725,16.8597,-19.8
77.7417,16.8597,-19
77.7583,16.8597,-17.6
77.775,16.8597,-15.9
77.7917,16.8597,-14.1
77.8083,16.8597,-12.3
77.825,16.8597,-10.8
77.8417,16.8597,-9.3
77.8583,16.8597,-8
77.875,16.8597,-6.7
77.8917,16.8597,-5.2
77.9083,16.8597,-3.4
77.925,16.8597,-1.5
77.9417,16.8597,0.5
77.9583,16.8597,2.4
77.975,16.8597,4
77.9917,16.8597,5
78.0083,16.8597,5.3
78.025,16.8597,4.9
78.0417,16.8597,3.8
78.0583,16.8597,2.2
78.075,16.8597,0.3
78.0917,16.8597,-1.6
78.1083,16.8597,-3.4
78.125,16.8597,-5
78.1417,16.8597,-6.4
78.1583,16.8597,-7.6
78.175,16.8597,-8.5
78.1917,16.8597,-9.3
78.2083,16.8597,-10
78.225,16.8597,-10.5
78.2417,16.8597,-10.9
78.2583,16.8597,-11
78.275,16.8597,-10.8
78.2917,16.8597,-10.4
78.3083,16.8597,-9.8
77.1083,16.8438,-45.5
77.125,16.8438,-45.3
77.1417,16.8438,-44.7
77.1583,16.8438,-43.6
77.175,16.8438,-41.8
77.1917,16.8438,-39.4
77.2083,16.8438,-36.5
77.225,16.8438,-33.4
77.2417,16.8438,-30.2
77.2583,16.8438,-27.3
77.275,16.8438,-24.9
77.2917,16.8438,-22.8
77.3083,16.8438,-21.2
77.325,16.8438,-19.8
77.3417,16.8438,-18.5
77.3583,16.8438,-17.2
77.375,16.8438,-15.9
77.3917,16.8438,-14.5
77.4083,16.8438,-13.3
77.425,16.8438,-12.5
77.4417,16.8438,-12
77.4583,16.8438,-12
77.475,16.8438,-12.5
77.4917,16.8438,-13.2
77.5083,16.8438,-14.1
77.525,16.8438,-14.8
77.5417,16.8438,-15.3
77.5583,16.8438,-15.6
77.575,16.8438,-15.7
77.5917,16.8438,-15.8
77.6083,16.8438,-16
77.625,16.8438,-16.5
77.6417,16.8438,-17.2
77.6583,16.8438,-18.2
77.675,16.8438,-19.2
77.6917,16.8438,-20
77.7083,16.8438,-20.5
77.725,16.8438,-20.5
77.7417,16.8438,-19.9
77.7583,16.8438,-18.7
77.775,16.8438,-17.1
77.7917,16.8438,-15.4
77.8083,16.8438,-13.6
77.825,16.8438,-11.8
77.8417,16.8438,-10.2
77.8583,16.8438,-8.6
77.875,16.8438,-7.1
77.8917,16.8438,-5.4
77.9083,16.8438,-3.5
77.925,16.8438,-1.6
77.9417,16.8438,0.4
77.9583,16.8438,2.3
77.975,16.8438,3.8
77.9917,16.8438,4.7
78.0083,16.8438,5
78.025,16.8438,4.6
78.0417,16.8438,3.6
78.0583,16.8438,2.2
78.075,16.8438,0.5
78.0917,16.8438,-1.3
78.1083,16.8438,-3.1
78.125,16.8438,-4.7
78.1417,16.8438,-6.1
78.1583,16.8438,-7.3
78.175,16.8438,-8.4
78.1917,16.8438,-9.3
78.2083,16.8438,-10.1
78.225,16.8438,-10.8
78.2417,16.8438,-11.2
78.2583,16.8438,-11.3
78.275,16.8438,-11.2
78.2917,16.8438,-10.7
78.3083,16.8438,-10
77.1083,16.8278,-47
77.125,16.8278,-46.9
77.1417,16.8278,-46.5
77.1583,16.8278,-45.4
77.175,16.8278,-43.7
77.1917,16.8278,-41.3
77.2083,16.8278,-38.4
77.225,16.8278,-35.3
77.2417,16.8278,-32.2
77.2583,16.8278,-29.4
77.275,16.8278,-27
77.2917,16.8278,-25.2
77.3083,16.8278,-23.8
77.325,16.8278,-22.7
77.3417,16.8278,-21.6
77.3583,16.8278,-20.5
77.375,16.8278,-19.2
77.3917,16.8278,-17.9
77.4083,16.8278,-16.6
77.425,16.8278,-15.4
77.4417,16.8278,-14.6
77.4583,16.8278,-14.2
77.475,16.8278,-14.2
77.4917,16.8278,-14.6
77.5083,16.8278,-15.1
77.525,16.8278,-15.7
77.5417,16.8278,-16
77.5583,16.8278,-16.2
77.575,16.8278,-16.2
77.5917,16.8278,-16.2
77.6083,16.8278,-16.2
77.625,16.8278,-16.5
77.6417,16.8278,-17.1
77.6583,16.8278,-17.9
77.675,16.8278,-18.9
77.6917,16.8278,-19.8
77.7083,16.8278,-20.4
77.725,16.8278,-20.6
77.7417,16.8278,-20.3
77.7583,16.8278,-19.4
77.775,16.8278,-18.1
77.7917,16.8278,-16.5
77.8083,16.8278,-14.7
77.825,16.8278,-12.8
77.8417,16.8278,-11
77.8583,16.8278,-9.2
77.875,16.8278,-7.4
77.8917,16.8278,-5.5
77.9083,16.8278,-3.5
77.925,16.8278,-1.5
77.9417,16.8278,0.4
77.9583,16.8278,2.1
77.975,16.8278,3.5
77.9917,16.8278,4.3
78.0083,16.8278,4.5
78.025,16.8278,4.1
78.0417,16.8278,3.2
78.0583,16.8278,1.9
78.075,16.8278,0.4
78.0917,16.8278,-1.2
78.1083,16.8278,-2.7
78.125,16.8278,-4.2
78.1417,16.8278,-5.6
78.1583,16.8278,-6.8
78.175,16.8278,-8
78.1917,16.8278,-9.1
78.2083,16.8278,-10.1
78.225,16.8278,-10.9
78.2417,16.8278,-11.5
78.2583,16.8278,-11.7
78.275,16.8278,-11.6
78.2917,16.8278,-11.1
78.3083,16.8278,-10.4
77.1083,16.8119,-48.1
77.125,16.8119,-48
77.1417,16.8119,-47.6
77.1583,16.8119,-46.6
77.175,16.8119,-45
77.1917,16.8119,-42.7
77.2083,16.8119,-39.9
77.225,16.8119,-36.9
77.2417,16.8119,-34
77.2583,16.8119,-31.3
77.275,16.8119,-29.2
77.2917,16.8119,-27.6
77.3083,16.8119,-26.5
77.325,16.8119,-25.7
77.3417,16.8119,-24.9
77.3583,16.8119,-24
77.375,16.8119,-22.8
77.3917,16.8119,-21.4
77.4083,16.8119,-19.9
77.425,16.8119,-18.4
77.4417,16.8119,-17.2
77.4583,16.8119,-16.4
77.475,16.8119,-15.9
77.4917,16.8119,-15.9
77.5083,16.8119,-16.1
77.525,16.8119,-16.3
77.5417,16.8119,-16.5
77.5583,16.8119,-16.6
77.575,16.8119,-16.4
77.5917,16.8119,-16.2
77.6083,16.8119,-16.1
77.625,16.8119,-16.2
77.6417,16.8119,-16.6
77.6583,16.8119,-17.2
77.675,16.8119,-18.1
77.6917,16.8119,-19.1
77.7083,16.8119,-19.9
77.725,16.8119,-20.3
77.7417,16.8119,-20.4
77.7583,16.8119,-19.9
77.775,16.8119,-18.8
77.7917,16.8119,-17.4
77.8083,16.8119,-15.7
77.825,16.8119,-13.8
77.8417,16.8119,-11.7
77.8583,16.8119,-9.7
77.875,16.8119,-7.6
77.8917,16.8119,-5.6
77.9083,16.8119,-3.5
77.925,16.8119,-1.6
77.9417,16.8119,0.3
77.9583,16.8119,1.8
77.975,16.8119,2.9
77.9917,16.8119,3.5
78.0083,16.8119,3.6
78.025,16.8119,3.2
78.0417,16.8119,2.4
78.0583,16.8119,1.3
78.075,16.8119,0.1
78.0917,16.8119,-1.2
78.1083,16.8119,-2.5
78.125,16.8119,-3.8
78.1417,16.8119,-5.1
78.1583,16.8119,-6.3
78.175,16.8119,-7.6
78.1917,16.8119,-8.9
78.2083,16.8119,-10.1
78.225,16.8119,-11.1
78.2417,16.8119,-11.9
78.2583,16.8119,-12.3
78.275,16.8119,-12.2
78.2917,16.8119,-11.8
78.3083,16.8119,-11
77.1083,16.7959,-48.6
77.125,16.7959,-48.6
77.1417,16.7959,-48.2
77.1583,16.7959,-47.3
77.175,16.7959,-45.8
77.1917,16.7959,-43.7
77.2083,16.7959,-41.1
77.225,16.7959,-38.3
77.2417,16.7959,-35.5
77.2583,16.7959,-33.1
77.275,16.7959,-31.2
77.2917,16.7959,-29.9
77.3083,16.7959,-29.1
77.325,16.7959,-28.5
77.3417,16.7959,-28
77.3583,16.7959,-27.3
77.375,16.7959,-26.2
77.3917,16.7959,-24.8
77.4083,16.7959,-23.1
77.425,16.7959,-21.4
77.4417,16.7959,-19.7
77.4583,16.7959,-18.5
77.475,16.7959,-17.6
77.4917,16.7959,-17.1
77.5083,16.7959,-16.9
77.525,16.7959,-16.9
77.5417,16.7959,-16.9
77.5583,16.7959,-16.7
77.575,16.7959,-16.5
77.5917,16.7959,-16.1
77.6083,16.7959,-15.7
77.625,16.7959,-15.6
77.6417,16.7959,-15.7
77.6583,16.7959,-16.2
77.675,16.7959,-17
77.6917,16.7959,-18
77.7083,16.7959,-19
77.725,16.7959,-19.7
77.7417,16.7959,-20.1
77.7583,16.7959,-20
77.775,16.7959,-19.4
77.7917,16.7959,-18.2
77.8083,16.7959,-16.6
77.825,16.7959,-14.7
77.8417,16.7959,-12.5
77.8583,16.7959,-10.3
77.875,16.7959,-8.1
77.8917,16.7959,-5.9
77.9083,16.7959,-3.8
77.925,16.7959,-1.9
77.9417,16.7959,-0.2
77.9583,16.7959,1
77.975,16.7959,1.9
77.9917,16.7959,2.3
78.0083,16.7959,2.3
78.025,16.7959,1.9
78.0417,16.7959,1.2
78.0583,16.7959,0.3
78.075,16.7959,-0.6
78.0917,16.7959,-1.6
78.1083,16.7959,-2.6
78.125,16.7959,-3.6
78.1417,16.7959,-4.7
78.1583,16.7959,-5.9
78.175,16.7959,-7.3
78.1917,16.7959,-8.7
78.2083,16.7959,-10.2
78.225,16.7959,-11.5
78.2417,16.7959,-12.5
78.2583,16.7959,-13
78.275,16.7959,-13.1
78.2917,16.7959,-12.8
78.3083,16.7959,-12.1
77.1083,16.7799,-48.8
77.125,16.7799,-48.7
77.1417,16.7799,-48.4
77.1583,16.7799,-47.6
77.175,16.7799,-46.2
77.1917,16.7799,-44.3
77.2083,16.7799,-41.9
77.225,16.7799,-39.3
77.2417,16.7799,-36.8
77.2583,16.7799,-34.6
77.275,16.7799,-32.9
77.2917,16.7799,-31.9
77.3083,16.7799,-31.3
77.325,16.7799,-31
77.3417,16.7799,-30.7
77.3583,16.7799,-30.2
77.375,16.7799,-29.2
77.3917,16.7799,-27.8
77.4083,16.7799,-26
77.425,16.7799,-24.1
77.4417,16.7799,-22.1
77.4583,16.7799,-20.5
77.475,16.7799,-19.2
77.4917,16.7799,-18.4
77.5083,16.7799,-17.9
77.525,16.7799,-17.6
77.5417,16.7799,-17.3
77.5583,16.7799,-17
77.575,16.7799,-16.5
77.5917,16.7799,-16
77.6083,16.7799,-15.4
77.625,16.7799,-15
77.6417,16.7799,-14.9
77.6583,16.7799,-15.1
77.675,16.7799,-15.8
77.6917,16.7799,-16.8
77.7083,16.7799,-18
77.725,16.7799,-19
77.7417,16.7799,-19.8
77.7583,16.7799,-20.1
77.775,16.7799,-19.8
77.7917,16.7799,-18.9
77.8083,16.7799,-17.5
77.825,16.7799,-15.6
77.8417,16.7799,-13.4
77.8583,16.7799,-11.1
77.875,16.7799,-8.7
77.8917,16.7799,-6.4
77.9083,16.7799,-4.3
77.925,16.7799,-2.6
77.9417,16.7799,-1.2
77.9583,16.7799,-0.2
77.975,16.7799,0.4
77.9917,16.7799,0.5
78.0083,16.7799,0.4
78.025,16.7799,0
78.0417,16.7799,-0.5
78.0583,16.7799,-1.1
78.075,16.7799,-1.7
78.0917,16.7799,-2.3
78.1083,16.7799,-2.9
78.125,16.7799,-3.6
