Lat,Long,Bouger_gravity
77.725,17.1466,-13.1
77.7417,17.1466,-12.8
77.7583,17.1466,-12.3
77.775,17.1466,-11.7
77.7917,17.1466,-10.9
77.8083,17.1466,-9.8
77.825,17.1466,-8.5
77.8417,17.1466,-6.9
77.8583,17.1466,-5.1
77.875,17.1466,-3.4
77.8917,17.1466,-1.7
77.9083,17.1466,-0.4
77.925,17.1466,0.7
77.9417,17.1466,1.5
77.9583,17.1466,2
77.975,17.1466,2.4
77.9917,17.1466,2.7
78.0083,17.1466,3
78.025,17.1466,3.4
78.0417,17.1466,3.9
78.0583,17.1466,4.4
78.075,17.1466,4.8
78.0917,17.1466,5
78.1083,17.1466,4.9
78.125,17.1466,4.6
78.1417,17.1466,4.1
78.1583,17.1466,3.4
78.175,17.1466,2.6
78.1917,17.1466,1.8
78.2083,17.1466,1
78.225,17.1466,0.3
78.2417,17.1466,-0.3
78.2583,17.1466,-0.9
78.275,17.1466,-1.5
78.2917,17.1466,-2.1
78.3083,17.1466,-2.6
77.1083,17.1307,-34.1
77.125,17.1307,-33.5
77.1417,17.1307,-33.1
77.1583,17.1307,-32.7
77.175,17.1307,-32.5
77.1917,17.1307,-32.3
77.2083,17.1307,-32.2
77.225,17.1307,-32.1
77.2417,17.1307,-32.2
77.2583,17.1307,-32.3
77.275,17.1307,-32.4
77.2917,17.1307,-32.6
77.3083,17.1307,-32.7
77.325,17.1307,-32.7
77.3417,17.1307,-32.6
77.3583,17.1307,-32.3
77.375,17.1307,-31.6
77.3917,17.1307,-30.5
77.4083,17.1307,-29
77.425,17.1307,-27.2
77.4417,17.1307,-25
77.4583,17.1307,-22.6
77.475,17.1307,-20.2
77.4917,17.1307,-17.9
77.5083,17.1307,-15.8
77.525,17.1307,-14.2
77.5417,17.1307,-13.1
77.5583,17.1307,-12.4
77.575,17.1307,-12.2
77.5917,17.1307,-12.2
77.6083,17.1307,-12.3
77.625,17.1307,-12.4
77.6417,17.1307,-12.5
77.6583,17.1307,-12.4
77.675,17.1307,-12.2
77.6917,17.1307,-11.9
77.7083,17.1307,-11.5
77.725,17.1307,-11.2
77.7417,17.1307,-10.8
77.7583,17.1307,-10.5
77.775,17.1307,-10
77.7917,17.1307,-9.3
77.8083,17.1307,-8.3
77.825,17.1307,-7.1
77.8417,17.1307,-5.6
77.8583,17.1307,-4
77.875,17.1307,-2.3
77.8917,17.1307,-0.8
77.9083,17.1307,0.5
77.925,17.1307,1.4
77.9417,17.1307,2.1
77.9583,17.1307,2.5
77.975,17.1307,2.8
77.9917,17.1307,3.1
78.0083,17.1307,3.5
78.025,17.1307,4.1
78.0417,17.1307,4.7
78.0583,17.1307,5.3
78.075,17.1307,5.9
78.0917,17.1307,6.2
78.1083,17.1307,6.3
78.125,17.1307,6
78.1417,17.1307,5.4
78.1583,17.1307,4.6
78.175,17.1307,3.6
78.1917,17.1307,2.7
78.2083,17.1307,1.9
78.225,17.1307,1.2
78.2417,17.1307,0.6
78.2583,17.1307,0.1
78.275,17.1307,-0.3
78.2917,17.1307,-0.7
78.3083,17.1307,-1
77.1083,17.1147,-34
77.125,17.1147,-33.3
77.1417,17.1147,-32.8
77.1583,17.1147,-32.3
77.175,17.1147,-31.9
77.1917,17.1147,-31.6
77.2083,17.1147,-31.3
77.225,17.1147,-31.1
77.2417,17.1147,-31.1
77.2583,17.1147,-31.1
77.275,17.1147,-31.3
77.2917,17.1147,-31.5
77.3083,17.1147,-31.8
77.325,17.1147,-31.9
77.3417,17.1147,-31.9
77.3583,17.1147,-31.7
77.375,17.1147,-31
77.3917,17.1147,-29.9
77.4083,17.1147,-28.3
77.425,17.1147,-26.4
77.4417,17.1147,-24
77.4583,17.1147,-21.5
77.475,17.1147,-18.9
77.4917,17.1147,-16.5
77.5083,17.1147,-14.4
77.525,17.1147,-12.8
77.5417,17.1147,-11.6
77.5583,17.1147,-10.9
77.575,17.1147,-10.7
77.5917,17.1147,-10.7
77.6083,17.1147,-10.8
77.625,17.1147,-10.9
77.6417,17.1147,-10.9
77.6583,17.1147,-10.8
77.675,17.1147,-10.5
77.6917,17.1147,-10.2
77.7083,17.1147,-9.8
77.725,17.1147,-9.4
77.7417,17.1147,-9.1
77.7583,17.1147,-8.8
77.775,17.1147,-8.4
77.7917,17.1147,-7.9
77.8083,17.1147,-7.1
77.825,17.1147,-6.1
77.8417,17.1147,-4.7
77.8583,17.1147,-3.2
77.875,17.1147,-1.6
77.8917,17.1147,-0.2
77.9083,17.1147,1.1
77.925,17.1147,2
77.9417,17.1147,2.6
77.9583,17.1147,3
77.975,17.1147,3.2
77.9917,17.1147,3.4
78.0083,17.1147,3.8
78.025,17.1147,4.2
78.0417,17.1147,4.9
78.0583,17.1147,5.6
78.075,17.1147,6.2
78.0917,17.1147,6.7
78.1083,17.1147,6.8
78.125,17.1147,6.5
78.1417,17.1147,5.9
78.1583,17.1147,5.1
78.175,17.1147,4.1
78.1917,17.1147,3.2
78.2083,17.1147,2.3
78.225,17.1147,1.6
78.2417,17.1147,1.1
78.2583,17.1147,0.8
78.275,17.1147,0.6
78.2917,17.1147,0.4
78.3083,17.1147,0.2
77.1083,17.0988,-34
77.125,17.0988,-33.2
77.1417,17.0988,-32.5
77.1583,17.0988,-31.9
77.175,17.0988,-31.4
77.1917,17.0988,-30.9
77.2083,17.0988,-30.5
77.225,17.0988,-30.2
77.2417,17.0988,-30.1
77.2583,17.0988,-30.2
77.275,17.0988,-30.4
77.2917,17.0988,-30.7
77.3083,17.0988,-31
77.325,17.0988,-31.3
77.3417,17.0988,-31.4
77.3583,17.0988,-31.1
77.375,17.0988,-30.4
77.3917,17.0988,-29.3
77.4083,17.0988,-27.7
77.425,17.0988,-25.6
77.4417,17.0988,-23.1
77.4583,17.0988,-20.5
77.475,17.0988,-17.9
77.4917,17.0988,-15.5
77.5083,17.0988,-13.4
77.525,17.0988,-11.8
77.5417,17.0988,-10.8
77.5583,17.0988,-10.1
77.575,17.0988,-9.9
77.5917,17.0988,-9.9
77.6083,17.0988,-10
77.625,17.0988,-10.1
77.6417,17.0988,-10
77.6583,17.0988,-9.7
77.675,17.0988,-9.4
77.6917,17.0988,-8.9
77.7083,17.0988,-8.5
77.725,17.0988,-8.1
77.7417,17.0988,-7.8
77.7583,17.0988,-7.6
77.775,17.0988,-7.4
77.7917,17.0988,-7
77.8083,17.0988,-6.4
77.825,17.0988,-5.5
77.8417,17.0988,-4.2
77.8583,17.0988,-2.8
77.875,17.0988,-1.2
77.8917,17.0988,0.2
77.9083,17.0988,1.5
77.925,17.0988,2.5
77.9417,17.0988,3.1
77.9583,17.0988,3.4
77.975,17.0988,3.5
77.9917,17.0988,3.5
78.0083,17.0988,3.7
78.025,17.0988,4
78.0417,17.0988,4.5
78.0583,17.0988,5.2
78.075,17.0988,5.8
78.0917,17.0988,6.2
78.1083,17.0988,6.4
78.125,17.0988,6.3
78.1417,17.0988,5.8
78.1583,17.0988,5
78.175,17.0988,4
78.1917,17.0988,3.1
78.2083,17.0988,2.3
78.225,17.0988,1.7
78.2417,17.0988,1.4
78.2583,17.0988,1.2
78.275,17.0988,1.1
78.2917,17.0988,1.1
78.3083,17.0988,1
77.1083,17.0829,-33.9
77.125,17.0829,-33
77.1417,17.0829,-32.3
77.1583,17.0829,-31.5
77.175,17.0829,-30.9
77.1917,17.0829,-30.3
77.2083,17.0829,-29.8
77.225,17.0829,-29.5
77.2417,17.0829,-29.3
77.2583,17.0829,-29.4
77.275,17.0829,-29.6
77.2917,17.0829,-30
77.3083,17.0829,-30.5
77.325,17.0829,-30.8
77.3417,17.0829,-30.9
77.3583,17.0829,-30.7
77.375,17.0829,-30
77.3917,17.0829,-28.7
77.4083,17.0829,-27
77.425,17.0829,-24.8
77.4417,17.0829,-22.3
77.4583,17.0829,-19.7
77.475,17.0829,-17.1
77.4917,17.0829,-14.9
77.5083,17.0829,-12.9
77.525,17.0829,-11.5
77.5417,17.0829,-10.5
77.5583,17.0829,-10
77.575,17.0829,-9.9
77.5917,17.0829,-9.9
77.6083,17.0829,-10
77.625,17.0829,-10
77.6417,17.0829,-9.8
77.6583,17.0829,-9.4
77.675,17.0829,-8.9
77.6917,17.0829,-8.3
77.7083,17.0829,-7.8
77.725,17.0829,-7.3
77.7417,17.0829,-7.1
77.7583,17.0829,-6.9
77.775,17.0829,-6.8
77.7917,17.0829,-6.5
77.8083,17.0829,-6.1
77.825,17.0829,-5.3
77.8417,17.0829,-4.1
77.8583,17.0829,-2.7
77.875,17.0829,-1.1
77.8917,17.0829,0.5
77.9083,17.0829,1.8
77.925,17.0829,2.8
77.9417,17.0829,3.5
77.9583,17.0829,3.7
77.975,17.0829,3.7
77.9917,17.0829,3.6
78.0083,17.0829,3.5
78.025,17.0829,3.5
78.0417,17.0829,3.8
78.0583,17.0829,4.2
78.075,17.0829,4.7
78.0917,17.0829,5.2
78.1083,17.0829,5.4
78.125,17.0829,5.3
78.1417,17.0829,5
78.1583,17.0829,4.3
78.175,17.0829,3.6
78.1917,17.0829,2.8
78.2083,17.0829,2.1
78.225,17.0829,1.6
78.2417,17.0829,1.4
78.2583,17.0829,1.3
78.275,17.0829,1.4
78.2917,17.0829,1.5
78.3083,17.0829,1.6
77.1083,17.0669,-33.7
77.125,17.0669,-32.8
77.1417,17.0669,-31.9
77.1583,17.0669,-31.1
77.175,17.0669,-30.3
77.1917,17.0669,-29.6
77.2083,17.0669,-29.1
77.225,17.0669,-28.8
77.2417,17.0669,-28.7
77.2583,17.0669,-28.8
77.275,17.0669,-29.2
77.2917,17.0669,-29.7
77.3083,17.0669,-30.2
77.325,17.0669,-30.6
77.3417,17.0669,-30.7
77.3583,17.0669,-30.4
77.375,17.0669,-29.5
77.3917,17.0669,-28.2
77.4083,17.0669,-26.3
77.425,17.0669,-24.1
77.4417,17.0669,-21.6
77.4583,17.0669,-19
77.475,17.0669,-16.6
77.4917,17.0669,-14.5
77.5083,17.0669,-12.9
77.525,17.0669,-11.7
77.5417,17.0669,-10.9
77.5583,17.0669,-10.6
77.575,17.0669,-10.5
77.5917,17.0669,-10.6
77.6083,17.0669,-10.6
77.625,17.0669,-10.5
77.6417,17.0669,-10.2
77.6583,17.0669,-9.7
77.675,17.0669,-9
77.6917,17.0669,-8.3
77.7083,17.0669,-7.7
77.725,17.0669,-7.2
77.7417,17.0669,-6.9
77.7583,17.0669,-6.8
77.775,17.0669,-6.7
77.7917,17.0669,-6.5
77.8083,17.0669,-6.1
77.825,17.0669,-5.4
77.8417,17.0669,-4.3
77.8583,17.0669,-2.8
77.875,17.0669,-1.1
77.8917,17.0669,0.6
77.9083,17.0669,2.1
77.925,17.0669,3.2
77.9417,17.0669,4
77.9583,17.0669,4.2
77.975,17.0669,4.1
77.9917,17.0669,3.7
78.0083,17.0669,3.3
78.025,17.0669,3
78.0417,17.0669,2.9
78.0583,17.0669,3
78.075,17.0669,3.3
78.0917,17.0669,3.7
78.1083,17.0669,3.9
78.125,17.0669,4
78.1417,17.0669,3.8
78.1583,17.0669,3.4
78.175,17.0669,2.8
78.1917,17.0669,2.2
78.2083,17.0669,1.7
78.225,17.0669,1.4
78.2417,17.0669,1.3
78.2583,17.0669,1.4
78.275,17.0669,1.5
78.2917,17.0669,1.7
78.3083,17.0669,1.9
77.1083,17.051,-33.4
77.125,17.051,-32.3
77.1417,17.051,-31.3
77.1583,17.051,-30.4
77.175,17.051,-29.6
77.1917,17.051,-28.9
77.2083,17.051,-28.4
77.225,17.051,-28.2
77.2417,17.051,-28.2
77.2583,17.051,-28.4
77.275,17.051,-28.9
77.2917,17.051,-29.6
77.3083,17.051,-30.1
77.325,17.051,-30.5
77.3417,17.051,-30.5
77.3583,17.051,-30.1
77.375,17.051,-29.1
77.3917,17.051,-27.5
77.4083,17.051,-25.5
77.425,17.051,-23.2
77.4417,17.051,-20.8
77.4583,17.051,-18.4
77.475,17.051,-16.2
77.4917,17.051,-14.4
77.5083,17.051,-13
77.525,17.051,-12.1
77.5417,17.051,-11.6
77.5583,17.051,-11.5
77.575,17.051,-11.5
77.5917,17.051,-11.6
77.6083,17.051,-11.6
77.625,17.051,-11.5
77.6417,17.051,-11.1
77.6583,17.051,-10.5
77.675,17.051,-9.7
77.6917,17.051,-8.9
77.7083,17.051,-8.1
77.725,17.051,-7.6
77.7417,17.051,-7.2
77.7583,17.051,-7
77.775,17.051,-6.9
77.7917,17.051,-6.8
77.8083,17.051,-6.4
77.825,17.051,-5.7
77.8417,17.051,-4.5
77.8583,17.051,-3
77.875,17.051,-1.2
77.8917,17.051,0.6
77.9083,17.051,2.4
77.925,17.051,3.7
77.9417,17.051,4.5
77.9583,17.051,4.8
77.975,17.051,4.6
77.9917,17.051,4
78.0083,17.051,3.2
78.025,17.051,2.6
78.0417,17.051,2
78.0583,17.051,1.8
78.075,17.051,1.8
78.0917,17.051,2
78.1083,17.051,2.3
78.125,17.051,2.4
78.1417,17.051,2.5
78.1583,17.051,2.3
78.175,17.051,2
78.1917,17.051,1.7
78.2083,17.051,1.4
78.225,17.051,1.2
78.2417,17.051,1.2
78.2583,17.051,1.3
78.275,17.051,1.5
78.2917,17.051,1.7
78.3083,17.051,1.9
77.1083,17.0351,-32.8
77.125,17.0351,-31.6
77.1417,17.0351,-30.5
77.1583,17.0351,-29.5
77.175,17.0351,-28.7
77.1917,17.0351,-28.1
77.2083,17.0351,-27.7
77.225,17.0351,-27.5
77.2417,17.0351,-27.6
77.2583,17.0351,-28.1
77.275,17.0351,-28.7
77.2917,17.0351,-29.4
77.3083,17.0351,-30
77.325,17.0351,-30.3
77.3417,17.0351,-30.2
77.3583,17.0351,-29.6
77.375,17.0351,-28.4
77.3917,17.0351,-26.6
77.4083,17.0351,-24.5
77.425,17.0351,-22.2
77.4417,17.0351,-19.8
77.4583,17.0351,-17.6
77.475,17.0351,-15.7
77.4917,17.0351,-14.3
77.5083,17.0351,-13.2
77.525,17.0351,-12.6
77.5417,17.0351,-12.4
77.5583,17.0351,-12.4
77.575,17.0351,-12.6
77.5917,17.0351,-12.7
77.6083,17.0351,-12.7
77.625,17.0351,-12.5
77.6417,17.0351,-12.1
77.6583,17.0351,-11.5
77.675,17.0351,-10.6
77.6917,17.0351,-9.7
77.7083,17.0351,-8.9
77.725,17.0351,-8.3
77.7417,17.0351,-7.8
77.7583,17.0351,-7.5
77.775,17.0351,-7.4
77.7917,17.0351,-7.1
77.8083,17.0351,-6.7
77.825,17.0351,-6
77.8417,17.0351,-4.8
77.8583,17.0351,-3.2
77.875,17.0351,-1.2
77.8917,17.0351,0.8
77.9083,17.0351,2.7
77.925,17.0351,4.2
77.9417,17.0351,5.2
77.9583,17.0351,5.5
77.975,17.0351,5.2
77.9917,17.0351,4.5
78.0083,17.0351,3.4
78.025,17.0351,2.4
78.0417,17.0351,1.5
78.0583,17.0351,0.8
78.075,17.0351,0.5
78.0917,17.0351,0.5
78.1083,17.0351,0.7
78.125,17.0351,1
78.1417,17.0351,1.2
78.1583,17.0351,1.3
78.175,17.0351,1.3
78.1917,17.0351,1.2
78.2083,17.0351,1.1
78.225,17.0351,1
78.2417,17.0351,1
78.2583,17.0351,1.2
78.275,17.0351,1.4
78.2917,17.0351,1.6
78.3083,17.0351,1.8
77.1083,17.0191,-32.2
77.125,17.0191,-30.8
77.1417,17.0191,-29.6
77.1583,17.0191,-28.6
77.175,17.0191,-27.8
77.1917,17.0191,-27.1
77.2083,17.0191,-26.8
77.225,17.0191,-26.8
77.2417,17.0191,-27
77.2583,17.0191,-27.6
77.275,17.0191,-28.3
77.2917,17.0191,-29
77.3083,17.0191,-29.6
77.325,17.0191,-29.8
77.3417,17.0191,-29.5
77.3583,17.0191,-28.7
77.375,17.0191,-27.3
77.3917,17.0191,-25.4
77.4083,17.0191,-23.1
77.425,17.0191,-20.8
77.4417,17.0191,-18.6
77.4583,17.0191,-16.6
77.475,17.0191,-15
77.4917,17.0191,-13.9
77.5083,17.0191,-13.2
77.525,17.0191,-12.9
77.5417,17.0191,-13
77.5583,17.0191,-13.1
77.575,17.0191,-13.4
77.5917,17.0191,-13.6
77.6083,17.0191,-13.6
77.625,17.0191,-13.5
77.6417,17.0191,-13.1
77.6583,17.0191,-12.4
77.675,17.0191,-11.6
77.6917,17.0191,-10.7
77.7083,17.0191,-9.9
77.725,17.0191,-9.1
77.7417,17.0191,-8.5
77.7583,17.0191,-8.1
77.775,17.0191,-7.8
77.7917,17.0191,-7.5
77.8083,17.0191,-7
77.825,17.0191,-6.1
77.8417,17.0191,-4.9
77.8583,17.0191,-3.2
77.875,17.0191,-1.2
77.8917,17.0191,0.9
77.9083,17.0191,3
77.925,17.0191,4.7
77.9417,17.0191,5.8
77.9583,17.0191,6.3
77.975,17.0191,6
77.9917,17.0191,5.1
78.0083,17.0191,3.9
78.025,17.0191,2.5
78.0417,17.0191,1.2
78.0583,17.0191,0.2
78.075,17.0191,-0.4
78.0917,17.0191,-0.7
78.1083,17.0191,-0.6
78.125,17.0191,-0.3
78.1417,17.0191,0.1
78.1583,17.0191,0.4
78.175,17.0191,0.6
78.1917,17.0191,0.7
78.2083,17.0191,0.7
78.225,17.0191,0.7
78.2417,17.0191,0.8
78.2583,17.0191,0.9
78.275,17.0191,1.1
78.2917,17.0191,1.2
78.3083,17.0191,1.3
77.1083,17.0032,-31.6
77.125,17.0032,-30
77.1417,17.0032,-28.7
77.1583,17.0032,-27.7
77.175,17.0032,-26.8
77.1917,17.0032,-26.2
77.2083,17.0032,-25.9
77.225,17.0032,-25.9
77.2417,17.0032,-26.3
77.2583,17.0032,-26.9
77.275,17.0032,-27.6
77.2917,17.0032,-28.3
77.3083,17.0032,-28.8
77.325,17.0032,-28.8
77.3417,17.0032,-28.3
77.3583,17.0032,-27.3
77.375,17.0032,-25.6
77.3917,17.0032,-23.6
77.4083,17.0032,-21.3
77.425,17.0032,-19
77.4417,17.0032,-16.9
77.4583,17.0032,-15.3
77.475,17.0032,-14
77.4917,17.0032,-13.3
77.5083,17.0032,-12.9
77.525,17.0032,-12.9
77.5417,17.0032,-13.1
77.5583,17.0032,-13.4
77.575,17.0032,-13.8
77.5917,17.0032,-14
77.6083,17.0032,-14.1
77.625,17.0032,-14
77.6417,17.0032,-13.7
77.6583,17.0032,-13.2
77.675,17.0032,-12.5
77.6917,17.0032,-11.6
77.7083,17.0032,-10.8
77.725,17.0032,-10
77.7417,17.0032,-9.3
77.7583,17.0032,-8.7
77.775,17.0032,-8.2
77.7917,17.0032,-7.7
77.8083,17.0032,-7
77.825,17.0032,-6.1
77.8417,17.0032,-4.9
77.8583,17.0032,-3.2
77.875,17.0032,-1.1
77.8917,17.0032,1.1
77.9083,17.0032,3.2
77.925,17.0032,5.1
77.9417,17.0032,6.4
77.9583,17.0032,6.9
77.975,17.0032,6.7
77.9917,17.0032,5.9
78.0083,17.0032,4.5
78.025,17.0032,2.9
78.0417,17.0032,1.3
78.0583,17.0032,-0.1
78.075,17.0032,-1
78.0917,17.0032,-1.5
78.1083,17.0032,-1.5
78.125,17.0032,-1.3
78.1417,17.0032,-0.9
78.1583,17.0032,-0.5
78.175,17.0032,-0.1
78.1917,17.0032,0.1
78.2083,17.0032,0.3
78.225,17.0032,0.3
78.2417,17.0032,0.4
78.2583,17.0032,0.4
78.275,17.0032,0.5
78.2917,17.0032,0.5
78.3083,17.0032,0.6
77.1083,16.9873,-31.1
77.125,16.9873,-29.5
77.1417,16.9873,-28.1
77.1583,16.9873,-27
77.175,16.9873,-26.1
77.1917,16.9873,-25.4
77.2083,16.9873,-25.1
77.225,16.9873,-25.1
77.2417,16.9873,-25.4
77.2583,16.9873,-25.9
77.275,16.9873,-26.6
77.2917,16.9873,-27.1
77.3083,16.9873,-27.4
77.325,16.9873,-27.3
77.3417,16.9873,-26.5
77.3583,16.9873,-25.2
77.375,16.9873,-23.4
77.3917,16.9873,-21.2
77.4083,16.9873,-18.9
77.425,16.9873,-16.8
77.4417,16.9873,-15
77.4583,16.9873,-13.6
77.475,16.9873,-12.7
77.4917,16.9873,-12.3
77.5083,16.9873,-12.3
77.525,16.9873,-12.5
77.5417,16.9873,-12.9
77.5583,16.9873,-13.3
77.575,16.9873,-13.7
77.5917,16.9873,-14
77.6083,16.9873,-14.1
77.625,16.9873,-14.2
77.6417,16.9873,-14
77.6583,16.9873,-13.7
77.675,16.9873,-13.1
77.6917,16.9873,-12.4
77.7083,16.9873,-11.6
77.725,16.9873,-10.8
